index wavelength species expot  loggf logeps e_stat       eqw     e_eqw  fwhm e_Teff e_logg   e_vt   e_MH  e_sp e_sys e_tot weight
  129   4395.031    22.1 1.083  -0.54  3.954  0.063   165.333     4.813 0.217  0.074 -0.028 -0.069  0.068 0.125 0.100 0.172 33.767
  130   4395.839    22.1 1.242  -1.93  3.270  0.056    68.401     2.450 0.137  0.028  0.181 -0.044  0.040 0.193 0.100 0.224 19.913
  131   4399.765    22.1 1.236   -1.2  3.831  0.080   117.536     3.076 0.181  0.041  0.110 -0.111  0.035 0.165 0.100 0.209 22.869
  134   4409.235    22.1 1.242  -2.78  3.913  0.075    58.982     3.591 0.227  0.027  0.185 -0.031  0.035 0.193 0.100 0.230 18.952
  135   4409.518    22.1 1.230  -2.53  3.562  0.053    54.704     2.668 0.189  0.027  0.190 -0.027  0.041 0.198 0.100 0.228 19.213
  136   4411.073    22.1 3.092  -0.65  3.361  0.046    31.209     2.170 0.161 -0.008  0.190 -0.010  0.030 0.193 0.100 0.222 20.292
  137    4411.93    22.1 1.223  -2.62  3.329  0.047    38.569     2.441 0.130  0.026  0.187 -0.013  0.042 0.194 0.100 0.223 20.085
  139   4416.818    26.1 2.778  -2.57  5.624  0.062    67.495     2.614 0.164 -0.007  0.190 -0.046  0.036 0.199 0.100 0.231 18.724
  140   4418.331    22.1 1.236  -1.99  3.446  0.061    73.925     2.549 0.147  0.028  0.178 -0.052  0.038 0.191 0.100 0.224 19.866
  141   4421.938    22.1 2.060  -1.64  3.226  0.050    33.881     2.491 0.171  0.010  0.187 -0.011  0.037 0.191 0.100 0.221 20.383
  143   4425.437    20.0 1.879 -0.358  4.543  0.061    80.989     2.749 0.159  0.106 -0.081 -0.049 -0.018 0.143 0.100 0.185 29.202
  145    4427.31    26.0 0.052  -2.92  5.877  0.072   144.294     3.772 0.178  0.233 -0.178 -0.104 -0.019 0.312 0.100 0.335  8.902
  146   4432.096    22.1 1.236  -3.08  3.037  0.085    10.167     1.934 0.101  0.027  0.189 -0.001  0.043 0.196 0.100 0.236 18.010
  147   4434.957    20.0 1.886 -0.007  4.803  0.071   109.340     3.808 0.176  0.119 -0.158 -0.060 -0.007 0.207 0.100 0.240 17.296
  151   4442.339    26.0 2.196  -1.23  5.632  0.063   106.310     3.168 0.169  0.149 -0.085 -0.070 -0.023 0.187 0.100 0.221 20.481
  152   4443.801    22.1 1.079  -0.71  3.658  0.067   139.365     3.276 0.183  0.059  0.044 -0.101  0.050 0.135 0.100 0.181 30.667
  153   4444.554    22.1 1.115   -2.2  3.503  0.062    73.748     2.608 0.166  0.031  0.179 -0.052  0.039 0.193 0.100 0.226 19.580
  154   4447.717    26.0 2.221  -1.36  5.598  0.065    97.267     2.968 0.168  0.146 -0.072 -0.071 -0.026 0.179 0.100 0.216 21.532
  155   4449.142    22.0 1.886   0.47  3.043  0.055    21.099     2.184 0.171  0.109 -0.025 -0.005 -0.013 0.113 0.100 0.160 38.871
  156   4450.482    22.1 1.083  -1.52  3.577  0.074   103.991     2.644 0.173  0.039  0.152 -0.100  0.035 0.189 0.100 0.227 19.483
  157   4450.894    22.0 1.878   0.32  3.098  0.061    18.051     2.161 0.146  0.109 -0.024 -0.004 -0.013 0.112 0.100 0.162 37.931
  158   4453.313    22.0 1.429  -0.03  3.300  0.051    33.765     2.567 0.153  0.123 -0.028 -0.012 -0.015 0.128 0.100 0.170 34.621
  159   4453.699    22.0 1.872    0.1  3.316  0.085    18.234     3.042 0.198  0.110 -0.024 -0.004 -0.013 0.113 0.100 0.173 33.237
  160   4454.779    20.0 1.899  0.258  4.695  0.054   117.399     3.108 0.170  0.123 -0.177 -0.056 -0.001 0.223 0.100 0.250 15.997
  161   4455.317    22.0 1.442    0.1  3.271  0.051    38.121     2.610 0.146  0.124 -0.028 -0.011 -0.016 0.129 0.100 0.171 34.318
  162   4455.887    20.0 1.899 -0.518  4.712  0.049    80.587     2.228 0.153  0.106 -0.080 -0.048 -0.017 0.142 0.100 0.181 30.646
  163   4457.427    22.0 1.459   0.26  3.317  0.048    47.767     2.486 0.168  0.125 -0.031 -0.022 -0.018 0.132 0.100 0.172 33.671
  165   4461.653    26.0 0.087  -3.19  5.800  0.087   128.934     3.881 0.181  0.229 -0.135 -0.110 -0.038 0.290 0.100 0.319  9.825
  166   4465.805    22.0 1.738  -0.13  3.062  0.084     9.568     1.786 0.096  0.112 -0.023 -0.001 -0.011 0.115 0.100 0.174 33.056
  167   4468.493    22.1 1.130  -0.63  3.735  0.067   144.704     3.545 0.192  0.060  0.026 -0.095  0.054 0.127 0.100 0.175 32.566
  168   4469.151    22.1 1.083  -2.55  3.568  0.064    62.945     2.951 0.166  0.031  0.184 -0.036  0.041 0.194 0.100 0.228 19.271
  169   4470.477    28.0 3.396   -0.3  3.988  0.055    22.475     2.200 0.131  0.085  0.003 -0.006 -0.005 0.085 0.100 0.143 49.210
  170   4471.237    22.0 1.732  -0.15  3.361  0.068    16.867     2.292 0.143  0.113 -0.023 -0.002 -0.013 0.116 0.100 0.168 35.592
  173    4484.22    26.0 3.600  -0.64  5.547  0.053    55.442     2.459 0.159  0.097 -0.029 -0.029 -0.013 0.106 0.100 0.155 41.545
  174   4488.324    22.1 3.121   -0.5  3.215  0.059    30.108     2.682 0.165 -0.008  0.187 -0.009  0.031 0.190 0.100 0.223 20.179
  175   4489.739    26.0 0.121   -3.9  5.743  0.079    98.348     2.768 0.160  0.218 -0.051 -0.099 -0.051 0.250 0.100 0.281 12.695
  176     4491.4    26.1 2.856  -2.71  5.547  0.051    53.925     2.317 0.163 -0.010  0.197 -0.029  0.037 0.203 0.100 0.232 18.615
  177   4493.522    22.1 1.079  -2.78  3.332  0.052    39.627     2.751 0.157  0.029  0.188 -0.014  0.044 0.196 0.100 0.226 19.599
  178   4494.563    26.0 2.196  -1.14  5.654  0.057   112.829     3.142 0.185  0.150 -0.092 -0.067 -0.022 0.190 0.100 0.222 20.331
  179   4496.145    22.0 1.748  -0.14  3.444  0.064    19.462     2.361 0.179  0.114 -0.024 -0.005 -0.013 0.117 0.100 0.167 35.890
  180    4501.27    22.1 1.115  -0.77  3.560  0.065   131.463     2.830 0.185  0.052  0.074 -0.108  0.043 0.147 0.100 0.190 27.840
  181   4508.281    26.1 2.856  -2.42  5.510  0.044    65.634     1.918 0.144 -0.009  0.191 -0.044  0.037 0.200 0.100 0.228 19.304
  182   4512.734    22.0 0.835   -0.4  3.096  0.047    40.415     2.525 0.141  0.140 -0.032 -0.014 -0.019 0.146 0.100 0.183 29.948
  183   4515.334    26.1 2.844   -2.6  5.594  0.053    61.838     2.384 0.156 -0.009  0.193 -0.039  0.037 0.201 0.100 0.230 18.857
  184   4518.022    22.0 0.825  -0.25  3.181  0.043    53.271     2.197 0.154  0.143 -0.036 -0.028 -0.027 0.153 0.100 0.187 28.484
  185   4518.332    22.1 1.079  -2.56  3.584  0.044    63.796     2.293 0.158  0.030  0.184 -0.036  0.041 0.194 0.100 0.223 20.133
  186   4520.221    26.1 2.807  -2.65  5.588  0.049    61.266     2.198 0.152 -0.008  0.194 -0.039  0.037 0.201 0.100 0.230 18.871
  188   4527.304    22.0 0.812  -0.45  3.313  0.046    50.762     2.420 0.154  0.143 -0.035 -0.024 -0.021 0.151 0.100 0.187 28.729
  190    4529.48    22.1 1.571  -1.75  3.682  0.057    78.054     2.393 0.177  0.024  0.182 -0.058  0.037 0.196 0.100 0.227 19.349
  191   4531.148    26.0 1.484   -2.1  5.618  0.069   101.352     2.821 0.174  0.173 -0.070 -0.088 -0.036 0.209 0.100 0.242 17.056
  192   4533.239    22.0 0.848   0.54  2.961  0.059    78.603     2.429 0.146  0.152 -0.053 -0.059 -0.033 0.175 0.100 0.210 22.745
  193   4534.776    22.0 0.835   0.35  3.152  0.059    78.800     2.419 0.153  0.149 -0.054 -0.065 -0.039 0.176 0.100 0.211 22.550
  194   4535.569    22.0 0.825   0.14  3.198  0.072    72.428     3.056 0.167  0.153 -0.041 -0.050 -0.031 0.169 0.100 0.209 22.864
  195   4544.687    22.0 0.818  -0.45  3.265  0.049    47.936     2.614 0.186  0.139 -0.034 -0.022 -0.024 0.147 0.100 0.184 29.465
  196   4545.133    22.1 1.130  -2.45  3.391  0.054    56.967     2.705 0.168  0.025  0.186 -0.032  0.039 0.194 0.100 0.225 19.730
  197   4547.847    26.0 3.544  -0.82  5.509  0.065    47.803     3.173 0.190  0.096 -0.017 -0.022 -0.017 0.101 0.100 0.157 40.810
  198   4548.764    22.0 0.825  -0.28  3.069  0.038    46.105     2.070 0.147  0.141 -0.030 -0.018 -0.020 0.147 0.100 0.182 30.349
  199   4555.483    22.0 0.848   -0.4  3.127  0.041    41.433     2.201 0.145  0.140 -0.029 -0.012 -0.019 0.145 0.100 0.181 30.649
  200   4555.888    26.1 2.828   -2.4  5.560  0.060    70.161     2.536 0.160 -0.009  0.189 -0.050  0.036 0.199 0.100 0.231 18.797
  201   4558.644    24.1 4.070  -0.43  3.660  0.047    45.474     2.259 0.146 -0.027  0.187 -0.022  0.028 0.192 0.100 0.222 20.335
  202   4571.096    12.0 0.000 -5.623  6.027  0.072   102.218     2.692 0.159  0.209 -0.031 -0.055 -0.046 0.223 0.100 0.255 15.392
  203   4571.971    22.1 1.571  -0.31  3.678  0.063   134.599     2.960 0.190  0.045  0.059 -0.103  0.044 0.134 0.100 0.179 31.230
  204   4576.328    26.1 2.844  -2.95  5.557  0.046    44.049     2.322 0.155 -0.008  0.197 -0.019  0.038 0.202 0.100 0.230 18.941
  205   4580.048    24.0 0.941  -1.66  3.758  0.043    45.068     2.287 0.172  0.136 -0.032 -0.017 -0.020 0.142 0.100 0.179 31.192
  206   4582.835    26.1 2.844  -3.18  5.637  0.041    36.494     1.970 0.169 -0.007  0.198 -0.012  0.037 0.202 0.100 0.229 19.067
  207   4583.409    22.1 1.164  -2.84  3.535  0.047    42.468     2.395 0.174  0.028  0.191 -0.015  0.043 0.198 0.100 0.227 19.399
  208   4583.829    26.1 2.807  -1.94  5.743  0.064    98.950     2.862 0.181  0.000  0.160 -0.075  0.034 0.180 0.100 0.216 21.516
  209   4588.198    24.1 4.068  -0.65  3.643  0.053    34.557     2.428 0.158 -0.024  0.190 -0.013  0.026 0.194 0.100 0.224 19.868
  210   4591.391    24.0 0.968  -1.74  3.556  0.048    29.428     2.250 0.139  0.134 -0.028 -0.009 -0.016 0.138 0.100 0.177 31.865
  211   4592.053    24.1 4.070   -1.3  3.737  0.090    13.868     2.550 0.171 -0.022  0.188 -0.004  0.022 0.191 0.100 0.233 18.373
  213   4600.749    24.0 1.003  -1.25  3.626  0.047    55.528     2.300 0.172  0.139 -0.034 -0.032 -0.023 0.148 0.100 0.185 29.206
  214     4602.0    26.0 1.607  -3.13  5.494  0.041    45.932     1.936 0.143  0.147 -0.017 -0.018 -0.018 0.150 0.100 0.185 29.216
  215   4602.941    26.0 1.484  -2.21  5.648  0.076    97.078     2.773 0.158  0.175 -0.059 -0.095 -0.044 0.212 0.100 0.247 16.435
  216   4604.988    28.0 3.477  -0.24  4.032  0.049    23.266     1.984 0.131  0.084  0.003 -0.007 -0.005 0.084 0.100 0.140 51.174
  218   4607.647    26.0 3.263  -1.33  5.553  0.045    41.260     2.373 0.167  0.101 -0.017 -0.016 -0.012 0.104 0.100 0.151 43.638
  219   4609.265    22.1 1.179  -3.32  3.391  0.077    14.967     2.372 0.131  0.026  0.189 -0.003  0.044 0.196 0.100 0.233 18.426
  220   4616.124    24.0 0.982  -1.19  3.538  0.050    55.470     2.469 0.163  0.134 -0.034 -0.033 -0.023 0.144 0.100 0.182 30.092
  221   4617.269    22.0 1.748   0.44  3.102  0.047    29.691     2.240 0.149  0.115 -0.024 -0.009 -0.015 0.119 0.100 0.162 37.998
  222   4619.288    26.0 3.600  -1.06  5.416  0.034    29.023     1.580 0.132  0.091 -0.013 -0.009 -0.010 0.093 0.100 0.141 50.536
  223   4620.513    26.1 2.828  -3.21  5.392  0.049    25.046     1.929 0.133 -0.006  0.201 -0.007  0.038 0.205 0.100 0.233 18.405
  224   4623.097    22.0 1.738   0.16  3.100  0.056    18.708     2.005 0.149  0.114 -0.025 -0.005 -0.013 0.118 0.100 0.164 37.103
  225   4625.045    26.0 3.239  -1.27  5.460  0.041    41.300     2.129 0.151  0.102 -0.020 -0.015 -0.013 0.106 0.100 0.151 43.706
  226   4626.173    24.0 0.968  -1.33  3.524  0.041    48.755     2.170 0.152  0.137 -0.032 -0.022 -0.021 0.144 0.100 0.180 30.864
  227   4629.332    26.1 2.807  -2.26  5.538  0.055    76.603     2.345 0.170 -0.008  0.184 -0.059  0.036 0.197 0.100 0.227 19.334
  228    4630.12    26.0 2.277  -2.58  5.749  0.051    46.824     2.693 0.192  0.128 -0.020 -0.019 -0.016 0.132 0.100 0.173 33.330
  229   4632.912    26.0 1.607   -2.9  5.804  0.056    71.765     2.409 0.175  0.156 -0.033 -0.055 -0.032 0.172 0.100 0.206 23.468
  230   4634.073    24.1 4.069  -1.05  3.721  0.047    21.213     1.737 0.148 -0.023  0.190 -0.005  0.024 0.193 0.100 0.222 20.227
  231   4637.503    26.0 3.281  -1.29  5.407  0.042    35.234     2.017 0.137  0.100 -0.017 -0.012 -0.011 0.103 0.100 0.149 44.805
  233   4646.162    24.0 1.029  -0.74  3.505  0.065    72.193     2.747 0.156  0.145 -0.040 -0.053 -0.030 0.162 0.100 0.201 24.655
  234   4648.652    28.0 3.417  -0.09  4.037  0.044    33.277     2.120 0.121  0.087  0.001 -0.011 -0.006 0.088 0.100 0.140 50.854
  236   4651.291    24.0 0.982  -1.46  3.469  0.039    38.361     2.030 0.148  0.134 -0.027 -0.014 -0.018 0.139 0.100 0.175 32.545
  237   4652.157    24.0 1.003  -1.04  3.478  0.046    58.868     2.255 0.151  0.140 -0.036 -0.032 -0.024 0.150 0.100 0.186 28.891
  238   4657.201    22.1 1.242  -2.29  3.446  0.052    61.716     2.554 0.160  0.027  0.185 -0.039  0.042 0.196 0.100 0.226 19.629
  240   4678.846    26.0 3.600  -0.68  5.405  0.034    47.318     1.738 0.131  0.094 -0.021 -0.022 -0.014 0.100 0.100 0.145 47.362
  242   4702.991    12.0 4.346  -0.44  5.906  0.035   114.828     2.651 0.192  0.090 -0.152 -0.027  0.005 0.179 0.100 0.208 23.157
  243   4707.275    26.0 3.241  -0.96  5.565  0.051    62.280     2.436 0.163  0.110 -0.040 -0.037 -0.017 0.124 0.100 0.167 35.765
  244   4708.663    22.1 1.236  -2.35  3.339  0.047    54.201     2.484 0.155  0.027  0.187 -0.025  0.044 0.196 0.100 0.225 19.814
  245   4714.417    28.0 3.377   0.25  4.196  0.054    60.358     2.478 0.159  0.097 -0.019 -0.035 -0.011 0.105 0.100 0.155 41.609
  246    4722.15    30.0 4.030  -0.37  2.712  0.041    32.699     1.871 0.138  0.022  0.119 -0.015  0.025 0.124 0.100 0.165 36.796
  247   4727.395    26.0 3.684  -1.06  5.545  0.053    30.657     2.471 0.179  0.090 -0.013 -0.010 -0.012 0.092 0.100 0.146 46.898
  248   4733.591    26.0 1.484  -2.99  5.674  0.056    68.926     2.430 0.163  0.159 -0.029 -0.049 -0.030 0.172 0.100 0.206 23.496
  249   4736.773    26.0 3.209  -0.67  5.590  0.050    78.404     2.206 0.159  0.120 -0.068 -0.056 -0.018 0.150 0.100 0.187 28.584
  250   4756.515    28.0 3.477  -0.27  4.108  0.047    25.511     2.017 0.150  0.085  0.002 -0.008 -0.006 0.086 0.100 0.140 51.180
  251   4762.778    22.1 1.083  -2.89  3.455  0.050    41.379     2.670 0.156  0.027  0.189 -0.017  0.045 0.197 0.100 0.226 19.506
  252   4763.883    22.1 1.220   -2.4  3.673  0.057    69.232     2.578 0.165  0.030  0.184 -0.042  0.042 0.196 0.100 0.227 19.405
  253   4764.525    22.1 1.236  -2.69  3.494  0.036    44.560     1.979 0.154  0.024  0.188 -0.019  0.044 0.195 0.100 0.223 20.196
  255   4786.535    28.0 3.417  -0.18  4.112  0.040    32.987     1.910 0.132  0.088  0.001 -0.011 -0.006 0.089 0.100 0.140 51.274
  257   4798.531    22.1 1.079  -2.66  3.717  0.056    67.181     2.651 0.219  0.031  0.185 -0.040  0.036 0.195 0.100 0.226 19.524
  259    4810.53    30.0 4.078  -0.15  2.589  0.039    34.836     1.868 0.137  0.020  0.119 -0.014  0.024 0.124 0.100 0.164 37.237
  260   4820.409    22.0 1.501  -0.38  3.287  0.079    16.663     2.656 0.191  0.121 -0.026 -0.003 -0.014 0.125 0.100 0.178 31.482
  261   4824.131    24.1 3.868  -0.92  3.784  0.044    39.279     2.117 0.151 -0.022  0.189 -0.014  0.031 0.193 0.100 0.222 20.284
  262   4831.176    28.0 3.603  -0.32  4.227  0.047    22.620     1.907 0.166  0.081  0.002 -0.007 -0.006 0.082 0.100 0.137 53.022
  263   4840.874    22.0 0.899  -0.43  3.281  0.054    46.432     2.933 0.188  0.143 -0.029 -0.015 -0.021 0.148 0.100 0.187 28.675
  264   4849.168    22.1 1.130  -2.96  3.338  0.052    29.619     2.490 0.157  0.029  0.189 -0.008  0.045 0.197 0.100 0.227 19.472
  268    4865.61    22.1 1.115   -2.7  3.480  0.041    51.579     2.211 0.159  0.029  0.188 -0.021  0.044 0.196 0.100 0.224 19.903
  269   4866.271    28.0 3.536  -0.22  4.231  0.058    30.319     2.719 0.167  0.085  0.001 -0.010 -0.009 0.086 0.100 0.144 48.142
  271   4871.318    26.0 2.865  -0.34  5.329  0.047   101.092     2.277 0.171  0.141 -0.112 -0.068 -0.017 0.193 0.100 0.223 20.182
