index wavelength species expot  loggf logeps e_stat       eqw     e_eqw   fwhm e_Teff e_logg   e_vt   e_MH  e_sp e_sys e_tot weight
   63   4067.978    26.0 3.209  -0.53  5.516  0.084    74.444     3.431  0.139  0.105 -0.053 -0.058 -0.008 0.131 0.100 0.185 29.138
   64   4070.771    26.0 3.239  -0.87  5.742  0.067    68.067     2.838  0.137  0.103 -0.042 -0.050 -0.009 0.122 0.100 0.172 33.963
   65   4073.762    26.0 3.263  -0.97  5.615  0.051    56.821     2.405  0.127  0.100 -0.023 -0.034 -0.008 0.108 0.100 0.156 41.066
   68   4080.209    26.0 3.281  -1.18  5.543  0.062    42.187     3.045  0.114  0.102 -0.007 -0.017 -0.004 0.104 0.100 0.157 40.645
   70   4098.176    26.0 3.239  -0.97  5.765  0.061    65.027     2.606  0.126  0.103 -0.035 -0.044 -0.007 0.118 0.100 0.166 36.310
   71   4102.936    14.0 1.909 -3.336  6.485  0.065   118.239     3.448  0.174  0.125 -0.047 -0.059  0.005 0.146 0.100 0.189 28.117
   73   4114.938    26.0 3.368  -1.45  5.589  0.067    27.074     2.975  0.162  0.099  0.000 -0.008 -0.002 0.099 0.100 0.156 41.053
   74   4118.545    26.0 3.571   0.27  5.840  0.104    99.593     4.119  0.179  0.101 -0.084 -0.091 -0.011 0.160 0.100 0.216 21.516
   75   4120.206    26.0 2.988  -1.23  5.555  0.067    56.460     3.037  0.137  0.108 -0.012 -0.034 -0.008 0.114 0.100 0.166 36.340
   76   4121.802    26.0 2.829  -1.28  5.486  0.074    59.175     3.187  0.136  0.112 -0.012 -0.039 -0.011 0.120 0.100 0.173 33.549
   79   4139.927    26.0 0.989  -3.51  5.596  0.057    60.777     2.451  0.133  0.165 -0.015 -0.038 -0.015 0.171 0.100 0.206 23.602
   82   4147.669    26.0 1.484  -2.07  5.611  0.090    94.758     3.360  0.144  0.156 -0.060 -0.093 -0.023 0.193 0.100 0.235 18.111
   83   4150.249    26.0 3.428  -1.19  5.825  0.042    47.798     2.112  0.144  0.098 -0.014 -0.024 -0.004 0.102 0.100 0.149 45.132
   85     4153.9    26.0 3.397  -0.28  5.870  0.066    92.282     2.993  0.190  0.107 -0.101 -0.067 -0.002 0.162 0.100 0.201 24.691
   86   4158.792    26.0 3.428   -0.7  5.555  0.049    58.477     2.256  0.147  0.098 -0.028 -0.034 -0.006 0.108 0.100 0.155 41.698
   87   4161.529    22.1 1.083  -2.09  3.732  0.080    81.109     3.036  0.147  0.016  0.182 -0.075  0.048 0.203 0.100 0.240 17.328
   90   4173.921    26.0 0.989  -3.29  5.946  0.089    83.714     3.110  0.177  0.169 -0.035 -0.081 -0.025 0.192 0.100 0.234 18.217
   91   4174.913    26.0 0.914  -2.94  6.057  0.081   103.344     2.983  0.155  0.177 -0.075 -0.106 -0.027 0.221 0.100 0.256 15.272
   93   4184.312    22.1 1.079  -2.49  4.161  0.067    82.644     2.554  0.163  0.021  0.180 -0.078  0.048 0.203 0.100 0.236 17.947
   94   4187.039    26.0 2.450  -0.56  5.623  0.053   119.060     3.198  0.178  0.141 -0.159 -0.064  0.012 0.222 0.100 0.249 16.074
   95   4199.095    26.0 3.045   0.17  5.807  0.054   120.288     2.713  0.174  0.123 -0.132 -0.085  0.001 0.199 0.100 0.230 18.977
   97   4216.184    26.0 0.000  -3.36  6.057  0.081   129.683     3.697  0.177  0.215 -0.133 -0.112 -0.011 0.277 0.100 0.305 10.736
   98   4233.163    26.1 2.583  -2.02  5.856  0.057   103.812     2.596  0.164 -0.008  0.155 -0.079  0.045 0.180 0.100 0.214 21.927
   99   4233.603    26.0 2.482   -0.6  5.500  0.050   108.992     2.603  0.163  0.138 -0.136 -0.071  0.003 0.206 0.100 0.235 18.152
  101   4282.403    26.0 2.174  -0.78  5.763  0.085   118.928     3.691  0.183  0.146 -0.109 -0.103 -0.012 0.210 0.100 0.247 16.346
  103   4287.403    22.0 0.835  -0.37  3.500  0.036    58.023     1.835  0.148  0.144 -0.028 -0.030 -0.016 0.151 0.100 0.184 29.435
  105   4291.463    26.0 0.052  -4.08  5.934  0.072    97.194     2.671  0.155  0.203 -0.054 -0.098 -0.034 0.234 0.100 0.265 14.271
  106   4295.749    22.0 0.812  -0.42  3.334  0.043    48.278     2.324  0.145  0.141 -0.024 -0.020 -0.016 0.145 0.100 0.182 30.337
  111   4316.794    22.1 2.046  -1.62  3.523  0.041    44.118     2.079  0.140  0.008  0.200 -0.017  0.047 0.206 0.100 0.233 18.435
  112   4318.652    20.0 1.899  -0.21  4.986  0.053   101.668     2.315  0.161  0.102 -0.115 -0.072 -0.010 0.170 0.100 0.204 23.968
  113    4320.95    22.1 1.164  -1.88  3.616  0.076    82.752     2.916  0.149  0.020  0.183 -0.072  0.049 0.204 0.100 0.239 17.467
  116   4330.238    22.1 2.046  -1.64  3.706  0.095    52.238     4.727  0.207  0.000  0.196 -0.030  0.048 0.204 0.100 0.246 16.489
  117   4330.698    22.1 1.179  -2.09  3.959  0.071    87.312     2.707  0.168  0.020  0.181 -0.076  0.048 0.203 0.100 0.237 17.767
  118   4331.642    28.0 1.675  -2.27  4.404  0.047    38.595     2.385  0.131  0.133  0.012 -0.015 -0.001 0.134 0.100 0.174 33.037
  120   4344.502    24.0 1.003  -0.65  3.813  0.096    84.632     3.490  0.157  0.142 -0.048 -0.077 -0.026 0.171 0.100 0.220 20.708
  121   4350.838    22.1 2.060   -1.7  3.956  0.099    60.809     4.542  0.200  0.002  0.192 -0.036  0.048 0.201 0.100 0.245 16.592
  122   4351.544    26.0 2.988  -1.64  5.691  0.095    44.584     4.589  0.139  0.110 -0.003 -0.019 -0.006 0.112 0.100 0.178 31.714
  125    4375.93    26.0 0.000   -3.0  5.649  0.065   131.091     2.932  0.170  0.215 -0.126 -0.112 -0.017 0.274 0.100 0.299 11.216
  127   4389.245    26.0 0.052  -4.55  5.963  0.085    81.715     3.074  0.157  0.202 -0.021 -0.073 -0.033 0.218 0.100 0.255 15.411
  128   4394.059    22.1 1.220  -1.77  4.145  0.068   105.014     2.533  0.184  0.020  0.153 -0.104  0.046 0.192 0.100 0.227 19.468
  130   4395.839    22.1 1.242  -1.93  3.612  0.044    77.760     1.859  0.158  0.019  0.188 -0.058  0.050 0.204 0.100 0.231 18.689
  131   4399.765    22.1 1.236   -1.2  4.226  0.055   129.824     2.399  0.197  0.032  0.083 -0.108  0.057 0.151 0.100 0.189 27.892
  135   4409.518    22.1 1.230  -2.53  3.716  0.052    55.995     2.652  0.164  0.020  0.203 -0.028  0.053 0.213 0.100 0.241 17.269
  136   4411.073    22.1 3.092  -0.65  3.618  0.042    38.546     2.066  0.164 -0.013  0.196 -0.015  0.039 0.201 0.100 0.228 19.195
  137    4411.93    22.1 1.223  -2.62  3.526  0.029    41.902     1.553  0.131  0.023  0.205 -0.015  0.054 0.214 0.100 0.238 17.688
  139   4416.818    26.1 2.778  -2.57  5.778  0.056    69.689     2.437  0.161 -0.020  0.196 -0.050  0.048 0.209 0.100 0.238 17.619
  140   4418.331    22.1 1.236  -1.99  3.659  0.051    77.623     2.117  0.160  0.017  0.186 -0.060  0.051 0.203 0.100 0.232 18.626
  141   4421.938    22.1 2.060  -1.64  3.668  0.041    50.175     2.108  0.182  0.004  0.201 -0.023  0.049 0.208 0.100 0.235 18.172
  142    4422.82    22.0 1.066   -1.1  3.543  0.056    14.915     1.695  0.117  0.137 -0.015 -0.002 -0.008 0.138 0.100 0.179 31.057
  143   4425.437    20.0 1.879 -0.358  4.818  0.051    92.493     2.400  0.160  0.102 -0.105 -0.057 -0.008 0.157 0.100 0.193 26.778
  144   4426.051    22.0 1.878  -0.31  3.502  0.075    10.287     1.699  0.118  0.115 -0.011 -0.001 -0.006 0.116 0.100 0.170 34.472
  145    4427.31    26.0 0.052  -2.92  5.866  0.062   141.384     3.046  0.181  0.221 -0.140 -0.110 -0.004 0.284 0.100 0.307 10.593
  146   4432.096    22.1 1.236  -3.08  3.433  0.057    16.994     1.907  0.143  0.027  0.205 -0.002  0.053 0.213 0.100 0.243 17.002
  147   4434.957    20.0 1.886 -0.007  5.130  0.053   127.872     3.576  0.182  0.115 -0.191 -0.051  0.015 0.229 0.100 0.256 15.304
  148   4435.149    26.0 0.087  -4.31  6.168  0.098    97.267     3.643  0.160  0.203 -0.040 -0.101 -0.046 0.235 0.100 0.273 13.381
  151   4442.339    26.0 2.196  -1.23  5.839  0.044   114.916     2.492  0.174  0.142 -0.087 -0.067 -0.011 0.180 0.100 0.210 22.584
  152   4443.801    22.1 1.079  -0.71  3.814  0.056   142.627     3.001  0.184  0.045  0.048 -0.101  0.065 0.137 0.100 0.179 31.356
  153   4444.554    22.1 1.115   -2.2  3.848  0.062    82.898     2.259  0.176  0.022  0.190 -0.065  0.050 0.208 0.100 0.239 17.497
  154   4447.717    26.0 2.221  -1.36  5.863  0.038   107.895     1.990  0.164  0.141 -0.079 -0.071 -0.013 0.177 0.100 0.207 23.377
  155   4449.142    22.0 1.886   0.47  3.367  0.047    32.563     2.333  0.141  0.113 -0.017 -0.010 -0.011 0.115 0.100 0.160 39.233
  156   4450.482    22.1 1.083  -1.52  3.862  0.060   110.559     2.317  0.179  0.024  0.144 -0.106  0.047 0.186 0.100 0.220 20.679
  158   4453.313    22.0 1.429  -0.03  3.401  0.035    35.629     1.791  0.151  0.126 -0.018 -0.011 -0.009 0.128 0.100 0.166 36.195
  159   4453.699    22.0 1.872    0.1  3.210  0.065    13.253     1.813  0.120  0.115 -0.013 -0.004 -0.006 0.116 0.100 0.166 36.138
  160   4454.779    20.0 1.899  0.258  4.946  0.040   132.740     2.874  0.197  0.116 -0.200 -0.049  0.019 0.237 0.100 0.260 14.745
  161   4455.317    22.0 1.442    0.1  3.335  0.032    38.149     1.696  0.131  0.128 -0.019 -0.013 -0.010 0.130 0.100 0.167 35.665
  162   4455.887    20.0 1.899 -0.518  5.021  0.054    93.729     2.530  0.170  0.102 -0.108 -0.057 -0.007 0.159 0.100 0.196 26.121
  163   4457.427    22.0 1.459   0.26  3.506  0.040    54.529     2.087  0.163  0.128 -0.025 -0.025 -0.013 0.133 0.100 0.171 34.009
  165   4461.653    26.0 0.087  -3.19  5.995  0.048   135.617     2.260  0.174  0.219 -0.135 -0.108 -0.010 0.279 0.100 0.300 11.080
  166   4465.805    22.0 1.738  -0.13  3.136  0.070     9.784     1.531  0.100  0.119 -0.013 -0.003 -0.009 0.120 0.100 0.171 34.105
  167   4468.493    22.1 1.130  -0.63  3.836  0.046   145.535     2.446  0.200  0.046  0.042 -0.094  0.068 0.132 0.100 0.172 33.948
  168   4469.151    22.1 1.083  -2.55  3.764  0.053    65.840     2.483  0.173  0.021  0.193 -0.042  0.054 0.206 0.100 0.235 18.123
  169   4470.477    28.0 3.396   -0.3  4.217  0.036    29.828     1.702  0.146  0.088  0.013 -0.009  0.001 0.089 0.100 0.139 51.835
  170   4471.237    22.0 1.732  -0.15  3.673  0.035    26.382     1.572  0.137  0.120 -0.015 -0.007 -0.007 0.121 0.100 0.161 38.537
  173    4484.22    26.0 3.600  -0.64  5.486  0.040    50.186     1.990  0.123  0.094 -0.016 -0.023 -0.007 0.098 0.100 0.146 47.012
  174   4488.324    22.1 3.121   -0.5  3.607  0.049    44.080     2.475  0.170 -0.016  0.198 -0.019  0.040 0.204 0.100 0.232 18.579
  175   4489.739    26.0 0.121   -3.9  6.150  0.073   111.250     2.791  0.170  0.209 -0.065 -0.110 -0.041 0.248 0.100 0.278 12.984
  176     4491.4    26.1 2.856  -2.71  5.739  0.048    57.842     2.263  0.157 -0.020  0.202 -0.037  0.048 0.212 0.100 0.239 17.488
  177   4493.522    22.1 1.079  -2.78  3.539  0.051    43.327     2.633  0.165  0.025  0.205 -0.014  0.055 0.214 0.100 0.242 17.102
  178   4494.563    26.0 2.196  -1.14  5.772  0.047   117.029     2.708  0.169  0.144 -0.087 -0.066 -0.010 0.181 0.100 0.212 22.237
  180    4501.27    22.1 1.115  -0.77  3.702  0.065   133.684     2.961  0.179  0.036  0.079 -0.108  0.058 0.150 0.100 0.192 27.181
  181   4508.281    26.1 2.856  -2.42  5.837  0.047    75.426     1.991  0.155 -0.022  0.192 -0.056  0.049 0.207 0.100 0.235 18.150
  182   4512.734    22.0 0.835   -0.4  3.252  0.026    45.050     1.396  0.129  0.147 -0.021 -0.015 -0.011 0.150 0.100 0.182 30.236
  183   4515.334    26.1 2.844   -2.6  5.805  0.041    66.627     1.790  0.151 -0.021  0.199 -0.044  0.049 0.211 0.100 0.237 17.838
  184   4518.022    22.0 0.825  -0.25  3.286  0.033    55.175     1.751  0.150  0.141 -0.028 -0.030 -0.020 0.148 0.100 0.182 30.253
  185   4518.332    22.1 1.079  -2.56  3.553  0.032    55.807     1.684  0.131  0.024  0.204 -0.026  0.055 0.214 0.100 0.239 17.569
  186   4520.221    26.1 2.807  -2.65  5.801  0.041    66.122     1.826  0.143 -0.021  0.200 -0.045  0.049 0.212 0.100 0.238 17.684
  188   4527.304    22.0 0.812  -0.45  3.575  0.041    60.837     2.053  0.147  0.147 -0.028 -0.031 -0.017 0.154 0.100 0.188 28.309
  190    4529.48    22.1 1.571  -1.75  4.328  0.067    98.746     2.515  0.198  0.013  0.163 -0.093  0.047 0.194 0.100 0.228 19.199
  191   4531.148    26.0 1.484   -2.1  5.655  0.070   100.866     2.923  0.154  0.161 -0.060 -0.088 -0.027 0.195 0.100 0.230 18.905
  192   4533.239    22.0 0.848   0.54  3.222  0.058    87.254     2.416  0.153  0.149 -0.057 -0.070 -0.028 0.176 0.100 0.211 22.472
  193   4534.776    22.0 0.835   0.35  3.211  0.040    79.051     1.673  0.157  0.149 -0.047 -0.064 -0.029 0.171 0.100 0.202 24.421
  194   4535.569    22.0 0.825   0.14  3.800  0.061    94.270     2.326  0.212  0.153 -0.062 -0.087 -0.036 0.190 0.100 0.223 20.064
  195   4544.687    22.0 0.818  -0.45  3.517  0.038    57.608     2.003  0.147  0.146 -0.028 -0.028 -0.016 0.152 0.100 0.186 28.914
  196   4545.133    22.1 1.130  -2.45  3.664  0.049    63.836     2.268  0.160  0.022  0.197 -0.036  0.055 0.209 0.100 0.237 17.852
  197   4547.847    26.0 3.544  -0.82  5.610  0.035    50.415     1.731  0.148  0.095 -0.011 -0.025 -0.007 0.099 0.100 0.145 47.515
  198   4548.764    22.0 0.825  -0.28  3.249  0.032    52.020     1.690  0.146  0.145 -0.026 -0.022 -0.014 0.150 0.100 0.183 29.935
  199   4555.483    22.0 0.848   -0.4  3.320  0.034    48.057     1.848  0.130  0.145 -0.020 -0.019 -0.012 0.148 0.100 0.182 30.223
  200   4555.888    26.1 2.828   -2.4  5.979  0.062    83.596     2.555  0.191 -0.021  0.184 -0.066  0.048 0.202 0.100 0.234 18.248
  201   4558.644    24.1 4.070  -0.43  3.846  0.044    50.223     1.957  0.166 -0.037  0.192 -0.026  0.037 0.201 0.100 0.229 19.152
  202   4571.096    12.0 0.000 -5.623  6.173  0.042   105.575     1.968  0.153  0.190 -0.036 -0.059 -0.042 0.206 0.100 0.233 18.380
  203   4571.971    22.1 1.571  -0.31  3.801  0.061   136.443     2.976  0.180  0.029  0.065 -0.102  0.059 0.138 0.100 0.181 30.606
  204   4576.328    26.1 2.844  -2.95  5.802  0.035    50.840     1.761  0.153 -0.018  0.206 -0.025  0.048 0.214 0.100 0.239 17.570
  205   4580.048    24.0 0.941  -1.66  4.028  0.042    55.444     2.099  0.161  0.141 -0.026 -0.032 -0.020 0.148 0.100 0.184 29.633
  206   4582.835    26.1 2.844  -3.18  5.817  0.043    39.794     2.134  0.157 -0.016  0.208 -0.018  0.046 0.214 0.100 0.240 17.298
  207   4583.409    22.1 1.164  -2.84  3.644  0.040    40.961     2.121  0.174  0.024  0.203 -0.014  0.056 0.212 0.100 0.238 17.631
  208   4583.829    26.1 2.807  -1.94  6.086  0.053   110.814     2.696  0.191 -0.013  0.150 -0.074  0.047 0.174 0.100 0.208 23.167
  209   4588.198    24.1 4.068  -0.65  3.893  0.038    42.092     1.807  0.160 -0.034  0.192 -0.018  0.035 0.199 0.100 0.226 19.602
  210   4591.391    24.0 0.968  -1.74  3.807  0.036    38.354     1.888  0.160  0.141 -0.016 -0.013 -0.010 0.143 0.100 0.178 31.543
  211   4592.053    24.1 4.070   -1.3  4.074  0.059    21.833     2.117  0.151 -0.026  0.199 -0.004  0.031 0.203 0.100 0.234 18.270
  212   4592.651    26.0 1.556  -2.46  6.052  0.062    99.662     2.608  0.170  0.160 -0.058 -0.087 -0.027 0.193 0.100 0.226 19.567
  213   4600.749    24.0 1.003  -1.25  3.774  0.041    59.724     1.963  0.148  0.140 -0.028 -0.033 -0.016 0.147 0.100 0.183 29.930
  214     4602.0    26.0 1.607  -3.13  5.752  0.042    55.181     2.170  0.145  0.149 -0.012 -0.028 -0.012 0.153 0.100 0.187 28.540
  215   4602.941    26.0 1.484  -2.21  5.875  0.064   103.893     2.444  0.161  0.165 -0.063 -0.102 -0.031 0.206 0.100 0.238 17.650
  216   4604.988    28.0 3.477  -0.24  4.410  0.047    37.929     2.383  0.161  0.086  0.008 -0.014 -0.001 0.088 0.100 0.141 50.335
  217   4607.331    38.0 0.000  0.283  1.069  0.047    22.008     1.823  0.137  0.135 -0.017 -0.007 -0.009 0.137 0.100 0.176 32.411
  218   4607.647    26.0 3.263  -1.33  5.676  0.042    44.585     2.187  0.148  0.099 -0.009 -0.023 -0.010 0.103 0.100 0.149 44.891
  220   4616.124    24.0 0.982  -1.19  3.837  0.045    66.718     2.022  0.153  0.140 -0.034 -0.045 -0.020 0.152 0.100 0.188 28.403
  221   4617.269    22.0 1.748   0.44  3.278  0.027    35.218     1.350  0.129  0.120 -0.018 -0.011 -0.012 0.122 0.100 0.160 38.882
  222   4619.288    26.0 3.600  -1.06  5.780  0.044    44.403     2.213  0.163  0.094 -0.011 -0.018 -0.004 0.096 0.100 0.146 47.094
  223   4620.513    26.1 2.828  -3.21  5.786  0.033    37.903     1.624  0.171 -0.014  0.209 -0.016  0.046 0.215 0.100 0.239 17.440
  224   4623.097    22.0 1.738   0.16  3.241  0.039    21.603     1.550  0.145  0.120 -0.015 -0.005 -0.007 0.121 0.100 0.162 38.137
  225   4625.045    26.0 3.239  -1.27  5.662  0.037    48.894     1.951  0.139  0.104 -0.017 -0.021 -0.007 0.108 0.100 0.152 43.545
  226   4626.173    24.0 0.968  -1.33  3.727  0.036    55.546     1.823  0.147  0.135 -0.026 -0.033 -0.016 0.142 0.100 0.178 31.703
  227   4629.332    26.1 2.807  -2.26  5.671  0.050    77.949     2.149  0.170 -0.023  0.190 -0.060  0.049 0.206 0.100 0.235 18.139
  228    4630.12    26.0 2.277  -2.58  5.894  0.032    50.848     1.681  0.150  0.129 -0.012 -0.025 -0.010 0.132 0.100 0.169 35.045
  229   4632.912    26.0 1.607   -2.9  5.976  0.047    76.398     2.009  0.154  0.152 -0.028 -0.058 -0.021 0.166 0.100 0.200 25.061
  230   4634.073    24.1 4.069  -1.05  4.112  0.037    33.689     1.712  0.181 -0.032  0.194 -0.014  0.032 0.200 0.100 0.226 19.512
  231   4637.503    26.0 3.281  -1.29  5.753  0.033    50.169     1.720  0.153  0.103 -0.018 -0.022 -0.005 0.107 0.100 0.150 44.381
  232   4645.188    22.0 1.732  -0.51  3.380  0.076     7.691     1.324  0.096  0.120 -0.013 -0.001 -0.006 0.121 0.100 0.174 32.913
  233   4646.162    24.0 1.029  -0.74  3.683  0.046    77.493     1.671  0.143  0.141 -0.038 -0.060 -0.025 0.160 0.100 0.194 26.548
  234   4648.652    28.0 3.417  -0.09  4.303  0.035    43.797     1.702  0.150  0.089  0.007 -0.017  0.001 0.091 0.100 0.140 51.319
  236   4651.291    24.0 0.982  -1.46  3.759  0.034    49.956     1.772  0.157  0.139 -0.019 -0.021 -0.013 0.142 0.100 0.177 31.798
  237   4652.157    24.0 1.003  -1.04  3.798  0.044    70.869     1.930  0.160  0.141 -0.033 -0.049 -0.022 0.154 0.100 0.189 27.939
  238   4657.201    22.1 1.242  -2.29  3.636  0.045    64.506     2.110  0.165  0.017  0.195 -0.037  0.055 0.207 0.100 0.234 18.270
  240   4678.846    26.0 3.600  -0.68  5.732  0.033    61.299     1.615  0.149  0.095 -0.029 -0.035 -0.008 0.106 0.100 0.149 44.954
  242   4702.991    12.0 4.346  -0.44  5.931  0.028   115.821     2.153  0.173  0.080 -0.150 -0.027  0.012 0.173 0.100 0.201 24.656
  243   4707.275    26.0 3.241  -0.96  5.896  0.045    75.578     2.000  0.171  0.109 -0.056 -0.051 -0.008 0.133 0.100 0.172 33.661
  244   4708.663    22.1 1.236  -2.35  3.772  0.037    68.745     1.718  0.162  0.017  0.194 -0.043  0.055 0.207 0.100 0.233 18.461
  245   4714.417    28.0 3.377   0.25  4.361  0.050    65.856     2.311  0.161  0.090 -0.019 -0.042 -0.004 0.101 0.100 0.151 43.972
  246    4722.15    30.0 4.030  -0.37  2.959  0.046    40.570     2.059  0.174  0.017  0.132 -0.019  0.034 0.139 0.100 0.177 31.901
  247   4727.395    26.0 3.684  -1.06  5.911  0.044    46.228     2.263  0.181  0.092 -0.010 -0.020 -0.006 0.095 0.100 0.145 47.762
  248   4733.591    26.0 1.484  -2.99  5.907  0.046    76.139     1.944  0.165  0.158 -0.020 -0.058 -0.022 0.171 0.100 0.203 24.196
  249   4736.773    26.0 3.209  -0.67  5.725  0.047    82.665     2.151  0.159  0.111 -0.072 -0.060 -0.010 0.146 0.100 0.183 29.927
  250   4756.515    28.0 3.477  -0.27  4.329  0.033    33.009     1.643  0.145  0.086  0.011 -0.012  0.001 0.088 0.100 0.137 53.328
  251   4762.778    22.1 1.083  -2.89  3.884  0.059    57.007     2.796  0.212  0.023  0.200 -0.027  0.057 0.211 0.100 0.241 17.245
  252   4763.883    22.1 1.220   -2.4  3.919  0.042    74.473     1.905  0.176  0.018  0.192 -0.049  0.054 0.206 0.100 0.233 18.426
  253   4764.525    22.1 1.236  -2.69  3.602  0.028    42.925     1.589  0.156  0.019  0.203 -0.018  0.056 0.212 0.100 0.236 17.916
  254   4772.804    26.0 1.556   -2.9  5.657  0.038    65.407     1.775  0.178  0.151 -0.020 -0.044 -0.019 0.160 0.100 0.192 27.069
  255   4786.535    28.0 3.417  -0.18  4.547  0.049    52.102     2.480  0.170  0.089 -0.001 -0.025 -0.001 0.092 0.100 0.145 47.733
  257   4798.531    22.1 1.079  -2.66  3.844  0.061    66.815     2.878  0.216  0.021  0.196 -0.038  0.056 0.208 0.100 0.239 17.495
  259    4810.53    30.0 4.078  -0.15  2.827  0.033    42.278     1.590  0.147  0.012  0.129 -0.023  0.036 0.136 0.100 0.172 33.670
  260   4820.409    22.0 1.501  -0.38  3.591  0.042    25.637     1.854  0.179  0.128 -0.014 -0.006 -0.008 0.129 0.100 0.169 35.156
  261   4824.131    24.1 3.868  -0.92  4.069  0.035    48.284     1.654  0.173 -0.039  0.194 -0.029  0.041 0.204 0.100 0.230 18.902
  262   4831.176    28.0 3.603  -0.32  4.399  0.046    27.575     2.068  0.214  0.083  0.014 -0.008  0.002 0.085 0.100 0.139 51.894
  263   4840.874    22.0 0.899  -0.43  3.267  0.034    41.694     1.896  0.148  0.141 -0.021 -0.017 -0.013 0.144 0.100 0.179 31.312
  264   4849.168    22.1 1.130  -2.96  3.610  0.051    36.136     2.655  0.187  0.026  0.205 -0.010  0.059 0.215 0.100 0.243 16.983
  267   4864.329    24.1 3.855  -1.34  4.073  0.050    29.785     2.242  0.169 -0.028  0.200 -0.010  0.036 0.205 0.100 0.234 18.288
  268    4865.61    22.1 1.115   -2.7  3.629  0.041    52.011     2.198  0.161  0.023  0.201 -0.021  0.058 0.212 0.100 0.238 17.725
  269   4866.271    28.0 3.536  -0.22  4.256  0.045    29.025     2.073  0.155  0.086  0.013 -0.009  0.002 0.087 0.100 0.140 50.823
  270   4870.125    22.0 2.248   0.44  3.275  0.057    13.335     1.588  0.123  0.106 -0.013 -0.004 -0.008 0.107 0.100 0.157 40.429
  271   4871.318    26.0 2.865  -0.34  5.689  0.045   118.545     2.735  0.184  0.134 -0.142 -0.064  0.003 0.205 0.100 0.233 18.433
  272   4873.442    28.0 3.696  -0.38  4.362  0.049    19.571     1.748  0.154  0.080  0.015 -0.007  0.002 0.082 0.100 0.138 52.411
  273   4874.009    22.1 3.092  -0.86  3.465  0.036    23.233     1.444  0.120 -0.012  0.199 -0.007  0.041 0.204 0.100 0.230 18.949
  274   4885.079    22.0 1.886   0.41  3.284  0.033    27.484     1.514  0.138  0.117 -0.014 -0.008 -0.008 0.118 0.100 0.158 39.836
