index wavelength species expot  loggf logeps e_stat       eqw     e_eqw   fwhm e_Teff e_logg   e_vt   e_MH  e_sp e_sys e_tot weight
  389   5341.024    26.0 1.607  -1.95  4.619  0.160    40.218     6.016  0.214  0.189 -0.025 -0.035  0.008 0.194 0.100 0.271 13.654
  393   5371.489    26.0 0.957  -1.64  4.915  0.176    85.001     6.797  0.188  0.248 -0.190 -0.114 -0.002 0.333 0.100 0.389  6.597
  397   5397.128    26.0 0.914  -1.98  4.899  0.177    74.691     5.831  0.187  0.232 -0.135 -0.114  0.001 0.292 0.100 0.355  7.913
  398   5405.775    26.0 0.989  -1.85  5.037  0.149    80.846     5.290  0.175  0.240 -0.168 -0.115  0.000 0.315 0.100 0.362  7.619
  402   5429.696    26.0 0.957  -1.88  4.795  0.150    73.189     4.853  0.157  0.230 -0.128 -0.111  0.003 0.286 0.100 0.338  8.763
  403   5434.524    26.0 1.010  -2.13  4.387  0.145    50.183     4.879  0.118  0.208 -0.041 -0.058  0.008 0.220 0.100 0.282 12.595
  405   5476.904    28.0 1.825  -0.78  3.073  0.137    27.610     5.291  0.191  0.169 -0.002 -0.019  0.007 0.170 0.100 0.240 17.318
  407   5497.516    26.0 1.010  -2.83  4.857  0.131    41.904     4.915  0.190  0.208 -0.027 -0.038  0.008 0.213 0.100 0.270 13.762
  409   5506.779    26.0 0.989  -2.79  4.404  0.151    26.678     5.812  0.172  0.208 -0.012 -0.014  0.009 0.209 0.100 0.277 13.074
  410   5528.405    12.0 4.346 -0.498  4.943  0.104    37.035     5.598  0.178  0.089 -0.031 -0.009  0.004 0.095 0.100 0.173 33.562
  415   5586.756    26.0 3.366  -0.11  4.516  0.112    32.126     4.595  0.203  0.133 -0.033 -0.020  0.006 0.139 0.100 0.204 23.947
  417   5588.749    20.0 2.524   0.21  3.965  0.085    33.649     3.606  0.158  0.100 -0.022 -0.018  0.005 0.104 0.100 0.168 35.639
  419   5594.462    20.0 2.523  0.097  3.875  0.115    25.511     4.558  0.247  0.099 -0.014 -0.010  0.005 0.101 0.100 0.183 29.987
  422   5615.644    26.0 3.332   0.04  4.582  0.094    42.634     3.852  0.213  0.139 -0.058 -0.033  0.007 0.154 0.100 0.207 23.441
  442   5889.951    11.0 0.000  0.108  3.579  0.085   116.158     4.909  0.246  0.188 -0.208 -0.049  0.005 0.285 0.100 0.313 10.177
  444   5895.924    11.0 0.000 -0.194  3.397  0.101    91.774     4.736  0.223  0.162 -0.124 -0.049  0.006 0.210 0.100 0.253 15.562
  448   6122.217    20.0 1.886 -0.316  3.528  0.082    24.280     3.242  0.224  0.122 -0.026 -0.009  0.006 0.125 0.100 0.180 30.862
  466   6430.846    26.0 2.174  -1.95  4.670  0.118    20.109     4.118  0.281  0.171 -0.011 -0.010  0.007 0.172 0.100 0.231 18.714
  468   6439.075    20.0 2.524   0.47  3.529  0.074    27.483     3.006  0.211  0.100 -0.021 -0.014  0.004 0.103 0.100 0.162 38.270
  488     4415.0    21.1   nan    nan  0.169  0.123 -9999.000 -9999.000  0.115  0.092  0.171 -0.005  0.004 0.194 0.200 0.305 10.780
  489     4399.0    21.1   nan    nan  0.123  0.236 -9999.000 -9999.000  0.129  0.063  0.190 -0.006  0.000 0.200 0.200 0.368  7.371
  495     4310.0   106.0   nan    nan  5.718  0.022 -9999.000 -9999.000  0.135  0.351 -0.198  0.001  0.021 0.403 0.100 0.416  5.780
  496     4323.0   106.0   nan    nan  5.774  0.124 -9999.000 -9999.000  0.141  0.312 -0.192  0.008  0.008 0.366 0.100 0.399  6.271
  497     4246.0    21.1   nan    nan  0.127  0.267 -9999.000 -9999.000  0.109  0.007  0.234 -0.076 -0.024 0.247 0.200 0.415  5.806
  498     4313.0    21.1   nan    nan  0.268  0.190 -9999.000 -9999.000  0.137 -0.037  0.332 -0.051 -0.029 0.339 0.200 0.438  5.222
  499     4324.0    21.1   nan    nan -0.099  0.124 -9999.000 -9999.000  0.135  0.056  0.243 -0.009  0.001 0.250 0.200 0.343  8.497
  501     4032.0    25.0   nan    nan  1.562  0.180 -9999.000 -9999.000  0.139  0.205 -0.002 -0.007 -0.007 0.206 0.200 0.338  8.731
  502     3962.0    13.0   nan    nan  2.800  0.371 -9999.000 -9999.000  0.165  0.198 -0.092 -0.057  0.008 0.226 0.300 0.528  3.588
  504     3906.0    14.0   nan    nan  5.132  0.248 -9999.000 -9999.000  0.599  0.299 -0.273 -0.014  0.005 0.405 0.100 0.486  4.240
  512     4119.0    27.0   nan    nan  1.885  0.136 -9999.000 -9999.000  0.113  0.185 -0.004 -0.004 -0.003 0.185 0.100 0.251 15.912
  513     4121.0    27.0   nan    nan  1.884  0.249 -9999.000 -9999.000  0.109  0.184 -0.007 -0.007 -0.003 0.185 0.100 0.326  9.429
  515     4078.0    38.1   nan    nan  0.280  0.196 -9999.000 -9999.000  0.144  0.198  0.010 -0.065  0.000 0.209 0.100 0.304 10.855
  516     4215.0    38.1   nan    nan  0.093  0.361 -9999.000 -9999.000  0.142  0.025  0.025 -0.134 -0.119 0.182 0.100 0.417  5.757
  521     4554.0    56.1   nan    nan -0.465  0.289 -9999.000 -9999.000  0.148  0.141  0.137 -0.054 -0.012 0.204 0.200 0.407  6.049
  524     6142.0    56.1   nan    nan -0.541  0.172 -9999.000 -9999.000  0.195  0.084  0.144 -0.073 -0.009 0.182 0.200 0.321  9.733
  525     6496.0    56.1   nan    nan -0.355  0.174 -9999.000 -9999.000  0.280  0.114  0.147 -0.068 -0.003 0.198 0.200 0.331  9.124
  484     6300.0     8.0   nan    nan  8.855    nan       nan       nan    nan    nan    nan    nan    nan   nan   nan   nan    nan
  506     4379.0    23.0   nan    nan  1.766    nan       nan       nan    nan    nan    nan    nan    nan   nan   nan   nan    nan
  526     4086.0    57.1   nan    nan  1.153    nan       nan       nan    nan    nan    nan    nan    nan   nan   nan   nan    nan
  534     4129.0    63.1   nan    nan -1.234    nan       nan       nan    nan    nan    nan    nan    nan   nan   nan   nan    nan
  539     3877.0   607.0   nan    nan  6.283    nan       nan       nan    nan    nan    nan    nan    nan   nan   nan   nan    nan
