index wavelength species expot  loggf logeps e_stat       eqw     e_eqw   fwhm e_Teff e_logg   e_vt   e_MH  e_sp e_sys e_tot weight
   45   3977.741    26.0 2.196  -1.12  4.980  0.147    79.389     4.635  0.146  0.131 -0.062 -0.086 -0.034 0.172 0.100 0.247 16.349
   46   3981.991    22.1 0.573  -2.54  3.278  0.161    81.594     5.567  0.162  0.033  0.149 -0.080  0.028 0.175 0.100 0.258 15.061
   48   3987.606    22.1 0.607  -2.73  3.074  0.105    65.353     4.261  0.155  0.034  0.161 -0.050  0.034 0.175 0.100 0.228 19.320
   49   3989.758    22.0 0.021  -0.13  3.331  0.130   103.142     4.898  0.201  0.176 -0.120 -0.100 -0.049 0.240 0.100 0.291 11.809
   50   3998.636    22.0 0.048   0.02  2.764  0.102    87.295     3.543  0.151  0.167 -0.090 -0.088 -0.047 0.214 0.100 0.258 15.072
   51   4001.661    26.0 2.174   -1.9  4.818  0.064    43.695     3.036  0.118  0.134 -0.031 -0.021 -0.015 0.140 0.100 0.184 29.691
   53   4008.927    22.0 0.021   -1.0  2.609  0.055    40.361     2.748  0.112  0.172 -0.043 -0.017 -0.020 0.179 0.100 0.212 22.149
   55   4025.129    22.1 0.607  -2.11  2.937  0.100    83.854     3.506  0.148  0.033  0.148 -0.082  0.028 0.175 0.100 0.225 19.801
   56   4028.338    22.1 1.890  -0.92  3.330  0.147    84.441     4.856  0.181  0.003  0.146 -0.083  0.025 0.170 0.100 0.246 16.543
   57   4030.185    26.0 2.196  -2.31  4.697  0.082    19.473     3.016  0.124  0.135 -0.023 -0.007 -0.010 0.137 0.100 0.189 28.068
   58   4032.627    26.0 1.484  -2.38  5.128  0.112    72.397     4.034  0.161  0.154 -0.059 -0.065 -0.031 0.180 0.100 0.234 18.206
   59   4053.821    22.1 1.891  -1.07  2.781  0.077    57.837     3.329  0.144  0.007  0.166 -0.036  0.032 0.173 0.100 0.214 21.808
   60   4056.187    22.1 0.607  -3.28  2.846  0.071    29.340     3.311  0.147  0.042  0.177 -0.009  0.041 0.187 0.100 0.223 20.041
   63   4067.978    26.0 3.209  -0.53  4.932  0.100    55.723     4.374  0.136  0.104 -0.044 -0.036 -0.017 0.120 0.100 0.185 29.122
   64   4070.771    26.0 3.239  -0.87  4.963  0.059    39.532     2.831  0.142  0.105 -0.028 -0.017 -0.010 0.110 0.100 0.160 38.941
   65   4073.762    26.0 3.263  -0.97  4.794  0.061    26.057     2.604  0.118  0.105 -0.021 -0.008 -0.008 0.108 0.100 0.159 39.501
   68   4080.209    26.0 3.281  -1.18  4.979  0.084    24.161     3.477  0.154  0.104 -0.020 -0.008 -0.008 0.107 0.100 0.169 35.210
   69   4084.492    26.0 3.329  -0.54  5.314  0.102    65.384     4.045  0.213  0.102 -0.061 -0.052 -0.019 0.131 0.100 0.194 26.599
   70   4098.176    26.0 3.239  -0.97  5.040  0.062    38.581     3.016  0.155  0.105 -0.028 -0.018 -0.012 0.111 0.100 0.162 38.282
   71   4102.936    14.0 1.909 -3.336  5.949  0.086   101.518     3.833  0.163  0.130 -0.055 -0.062 -0.021 0.156 0.100 0.204 24.034
   72   4104.114    26.0 3.263  -1.27  5.129  0.070    27.546     3.067  0.171  0.105 -0.021 -0.009 -0.011 0.108 0.100 0.163 37.638
   74   4118.545    26.0 3.571   0.27  4.899  0.102    69.028     3.824  0.163  0.094 -0.050 -0.065 -0.027 0.128 0.100 0.192 27.252
   75   4120.206    26.0 2.988  -1.23  4.900  0.049    33.676     2.323  0.117  0.108 -0.025 -0.015 -0.012 0.113 0.100 0.158 39.904
   76   4121.802    26.0 2.829  -1.28  4.920  0.080    41.359     3.636  0.147  0.116 -0.027 -0.017 -0.013 0.121 0.100 0.176 32.212
   79   4139.927    26.0 0.989  -3.51  4.952  0.058    42.845     2.904  0.108  0.170 -0.036 -0.018 -0.020 0.176 0.100 0.210 22.581
   80   4143.415    26.0 3.047  -0.21  5.340  0.095    90.067     3.328  0.196  0.114 -0.109 -0.095 -0.029 0.186 0.100 0.232 18.598
   82   4147.669    26.0 1.484  -2.07  4.968  0.095    78.698     3.432  0.150  0.151 -0.069 -0.081 -0.041 0.189 0.100 0.234 18.238
   83   4150.249    26.0 3.428  -1.19  5.076  0.074    21.078     2.839  0.146  0.099 -0.021 -0.007 -0.011 0.102 0.100 0.161 38.626
   84   4152.169    26.0 0.957  -3.16  5.443  0.102    79.622     3.556  0.157  0.172 -0.067 -0.082 -0.042 0.206 0.100 0.251 15.882
   85     4153.9    26.0 3.397  -0.28  4.966  0.078    59.133     3.399  0.192  0.101 -0.050 -0.038 -0.017 0.120 0.100 0.175 32.766
   86   4158.792    26.0 3.428   -0.7  4.908  0.060    34.817     2.862  0.142  0.099 -0.024 -0.013 -0.010 0.103 0.100 0.156 41.242
   87   4161.529    22.1 1.083  -2.09  3.298  0.078    78.148     2.875  0.173  0.018  0.150 -0.073  0.029 0.170 0.100 0.212 22.183
   89   4171.904    22.1 2.596   -0.3  3.133  0.144    70.442     5.618  0.232 -0.012  0.157 -0.057  0.027 0.170 0.100 0.244 16.804
   90   4173.921    26.0 0.989  -3.29  5.165  0.079    63.014     3.204  0.159  0.169 -0.051 -0.047 -0.030 0.185 0.100 0.225 19.797
   91   4174.913    26.0 0.914  -2.94  5.193  0.092    80.713     3.230  0.164  0.174 -0.066 -0.082 -0.043 0.208 0.100 0.248 16.215
   92   4178.855    26.1 2.583  -2.51  5.035  0.072    60.943     3.032  0.155 -0.017  0.174 -0.043  0.031 0.183 0.100 0.220 20.593
   93   4184.312    22.1 1.079  -2.49  3.124  0.066    54.406     2.885  0.146  0.026  0.175 -0.029  0.036 0.183 0.100 0.219 20.923
   94   4187.039    26.0 2.450  -0.56  5.090  0.073    98.721     3.182  0.153  0.138 -0.144 -0.081 -0.023 0.216 0.100 0.249 16.077
   95   4199.095    26.0 3.045   0.17  4.975  0.096    91.098     3.323  0.175  0.113 -0.090 -0.096 -0.033 0.177 0.100 0.224 19.845
   97   4216.184    26.0 0.000  -3.36  5.364  0.106   111.443     3.824  0.151  0.223 -0.120 -0.123 -0.070 0.290 0.100 0.325  9.488
   99   4233.603    26.0 2.482   -0.6  5.151  0.084    98.662     3.681  0.179  0.138 -0.142 -0.080 -0.023 0.215 0.100 0.251 15.824
  100   4250.787    26.0 1.556  -0.71  4.865  0.071   126.006     3.825  0.167  0.176 -0.166 -0.087 -0.032 0.259 0.100 0.287 12.170
  101   4282.403    26.0 2.174  -0.78  5.343  0.085   107.732     3.134  0.183  0.145 -0.117 -0.115 -0.044 0.223 0.100 0.259 14.903
  102   4283.011    20.0 1.886 -0.224  4.475  0.086    83.757     3.368  0.165  0.097 -0.092 -0.066 -0.027 0.152 0.100 0.201 24.780
  103   4287.403    22.0 0.835  -0.37  2.604  0.057    24.908     2.339  0.105  0.146 -0.037 -0.006 -0.017 0.152 0.100 0.190 27.579
  105   4291.463    26.0 0.052  -4.08  5.389  0.090    86.937     3.066  0.158  0.205 -0.073 -0.089 -0.056 0.242 0.100 0.277 13.070
  106   4295.749    22.0 0.812  -0.42  2.345  0.078    15.005     2.382  0.120  0.149 -0.036 -0.002 -0.015 0.154 0.100 0.200 25.119
  111   4316.794    22.1 2.046  -1.62  2.759  0.047    23.815     1.929  0.090  0.010  0.178 -0.007  0.033 0.181 0.100 0.212 22.157
  112   4318.652    20.0 1.899  -0.21  4.053  0.071    66.463     3.017  0.128  0.093 -0.056 -0.038 -0.020 0.117 0.100 0.169 34.878
  113    4320.95    22.1 1.164  -1.88  3.273  0.131    83.125     4.874  0.163  0.020  0.150 -0.082  0.028 0.174 0.100 0.240 17.370
  116   4330.238    22.1 2.046  -1.64  2.749  0.060    22.685     2.435  0.135  0.011  0.178 -0.006  0.033 0.181 0.100 0.216 21.491
  117   4330.698    22.1 1.179  -2.09  2.960  0.058    61.035     2.598  0.147  0.023  0.166 -0.037  0.035 0.175 0.100 0.210 22.705
  118   4331.642    28.0 1.675  -2.27  3.704  0.075    19.021     2.729  0.132  0.139 -0.015 -0.006 -0.011 0.140 0.100 0.188 28.305
  119   4337.046    26.0 1.556   -1.7  5.330  0.129   104.881     5.223  0.163  0.164 -0.110 -0.098 -0.044 0.225 0.100 0.278 12.957
  120   4344.502    24.0 1.003  -0.65  2.963  0.091    57.761     4.040  0.153  0.140 -0.051 -0.034 -0.024 0.155 0.100 0.205 23.688
  121   4350.838    22.1 2.060   -1.7  2.985  0.050    29.467     2.348  0.156  0.009  0.177 -0.008  0.033 0.180 0.100 0.212 22.191
  122   4351.544    26.0 2.988  -1.64  4.813  0.113    15.265     3.564  0.089  0.112 -0.021 -0.004 -0.009 0.114 0.100 0.189 27.892
  123   4358.501    26.0 2.947  -1.57  5.042  0.061    28.012     2.722  0.167  0.114 -0.024 -0.009 -0.013 0.118 0.100 0.166 36.306
  124   4367.903    26.0 1.607  -2.88  5.099  0.054    45.490     2.713  0.151  0.152 -0.033 -0.021 -0.019 0.158 0.100 0.195 26.377
  125    4375.93    26.0 0.000   -3.0  5.170  0.084   120.673     3.294  0.153  0.236 -0.135 -0.118 -0.070 0.305 0.100 0.331  9.107
  127   4389.245    26.0 0.052  -4.55  5.377  0.073    69.689     2.956  0.156  0.201 -0.054 -0.055 -0.042 0.219 0.100 0.252 15.764
  128   4394.059    22.1 1.220  -1.77  3.134  0.086    80.199     3.052  0.147  0.020  0.162 -0.066  0.031 0.179 0.100 0.222 20.260
  130   4395.839    22.1 1.242  -1.93  2.918  0.057    63.407     2.578  0.148  0.022  0.164 -0.041  0.035 0.174 0.100 0.209 22.969
  131   4399.765    22.1 1.236   -1.2  3.298  0.092   106.344     3.182  0.181  0.023  0.126 -0.110  0.025 0.171 0.100 0.218 21.011
  132   4401.541    28.0 3.191   0.06  3.760  0.048    44.516     2.379  0.163  0.098 -0.020 -0.021 -0.009 0.103 0.100 0.151 43.800
  134   4409.235    22.1 1.242  -2.78  3.179  0.054    34.091     2.703  0.168  0.026  0.175 -0.011  0.038 0.181 0.100 0.214 21.842
  135   4409.518    22.1 1.230  -2.53  3.007  0.059    38.740     3.059  0.193  0.026  0.174 -0.014  0.038 0.181 0.100 0.215 21.704
  136   4411.073    22.1 3.092  -0.65  2.815  0.065    16.844     2.101  0.130 -0.008  0.181 -0.005  0.027 0.183 0.100 0.219 20.918
  137    4411.93    22.1 1.223  -2.62  3.000  0.048    34.327     2.414  0.157  0.027  0.175 -0.011  0.039 0.182 0.100 0.213 22.075
  138   4415.123    26.0 1.607  -0.62  5.039  0.040   143.196     2.827  0.185  0.179 -0.179 -0.067 -0.024 0.263 0.100 0.284 12.384
  139   4416.818    26.1 2.778  -2.57  5.023  0.047    48.602     2.311  0.156 -0.013  0.184 -0.024  0.033 0.189 0.100 0.219 20.877
  140   4418.331    22.1 1.236  -1.99  2.993  0.065    64.620     2.879  0.159  0.022  0.165 -0.042  0.035 0.175 0.100 0.212 22.260
  141   4421.938    22.1 2.060  -1.64  2.911  0.048    29.110     2.208  0.142  0.010  0.177 -0.008  0.034 0.181 0.100 0.212 22.245
  143   4425.437    20.0 1.879 -0.358  4.156  0.051    66.856     2.385  0.151  0.098 -0.068 -0.039 -0.020 0.127 0.100 0.170 34.781
  145    4427.31    26.0 0.052  -2.92  5.602  0.069   139.117     3.180  0.182  0.246 -0.188 -0.118 -0.061 0.337 0.100 0.358  7.796
  146   4432.096    22.1 1.236  -3.08  2.843  0.080    11.323     1.967  0.087  0.031  0.179 -0.002  0.040 0.186 0.100 0.226 19.605
  149   4435.679    20.0 1.886 -0.519  4.238  0.054    62.760     2.575  0.168  0.095 -0.061 -0.034 -0.018 0.119 0.100 0.165 36.842
  151   4442.339    26.0 2.196  -1.23  5.371  0.074    99.920     3.451  0.176  0.147 -0.091 -0.076 -0.029 0.191 0.100 0.228 19.237
  152   4443.801    22.1 1.079  -0.71  3.112  0.080   125.254     3.134  0.175  0.039  0.078 -0.120  0.026 0.151 0.100 0.198 25.587
  153   4444.554    22.1 1.115   -2.2  3.093  0.052    66.465     2.342  0.157  0.017  0.163 -0.044  0.035 0.173 0.100 0.207 23.406
  154   4447.717    26.0 2.221  -1.36  5.237  0.059    87.129     2.479  0.168  0.139 -0.077 -0.072 -0.033 0.178 0.100 0.212 22.220
  156   4450.482    22.1 1.083  -1.52  3.363  0.068   104.679     2.462  0.179  0.024  0.132 -0.107  0.022 0.173 0.100 0.211 22.443
  157   4450.894    22.0 1.878   0.32  2.627  0.085     9.176     1.747  0.094  0.117 -0.030 -0.001 -0.012 0.121 0.100 0.179 31.289
  160   4454.779    20.0 1.899  0.258  4.307  0.070   100.078     3.203  0.175  0.106 -0.150 -0.067 -0.019 0.196 0.100 0.231 18.696
  161   4455.317    22.0 1.442    0.1  2.838  0.058    24.440     2.476  0.136  0.130 -0.037 -0.007 -0.015 0.136 0.100 0.179 31.340
  162   4455.887    20.0 1.899 -0.518  4.253  0.054    62.948     2.583  0.158  0.096 -0.061 -0.034 -0.019 0.120 0.100 0.165 36.535
  163   4457.427    22.0 1.459   0.26  2.818  0.047    29.578     2.195  0.171  0.129 -0.035 -0.009 -0.015 0.135 0.100 0.174 32.914
  164   4459.117    26.0 2.174  -1.29  5.453  0.066   102.151     3.099  0.182  0.144 -0.098 -0.076 -0.034 0.193 0.100 0.227 19.369
  165   4461.653    26.0 0.087  -3.19  5.526  0.069   124.655     2.839  0.177  0.236 -0.147 -0.119 -0.073 0.311 0.100 0.334  8.964
  167   4468.493    22.1 1.130  -0.63  3.189  0.064   129.390     2.618  0.185  0.042  0.064 -0.120  0.027 0.145 0.100 0.187 28.501
  168   4469.151    22.1 1.083  -2.55  3.209  0.057    57.525     2.444  0.165  0.027  0.175 -0.030  0.038 0.184 0.100 0.217 21.300
  169   4470.477    28.0 3.396   -0.3  3.635  0.081    14.541     2.432  0.175  0.091 -0.008 -0.005 -0.007 0.092 0.100 0.158 40.030
  170   4471.237    22.0 1.732  -0.15  3.133  0.069    14.060     2.009  0.167  0.121 -0.032 -0.002 -0.013 0.126 0.100 0.175 32.680
  173    4484.22    26.0 3.600  -0.64  5.052  0.059    36.233     2.767  0.161  0.097 -0.025 -0.012 -0.011 0.101 0.100 0.154 42.050
  174   4488.324    22.1 3.121   -0.5  2.846  0.072    22.039     2.831  0.171 -0.011  0.179 -0.007  0.026 0.181 0.100 0.219 20.802
  175   4489.739    26.0 0.121   -3.9  5.454  0.069    94.646     2.518  0.164  0.208 -0.075 -0.102 -0.071 0.254 0.100 0.281 12.643
  176     4491.4    26.1 2.856  -2.71  5.174  0.059    44.808     2.918  0.161 -0.014  0.183 -0.021  0.032 0.187 0.100 0.221 20.563
  177   4493.522    22.1 1.079  -2.78  2.872  0.049    29.348     2.326  0.122  0.030  0.175 -0.009  0.039 0.182 0.100 0.213 21.964
  178   4494.563    26.0 2.196  -1.14  5.258  0.071    99.366     3.258  0.179  0.143 -0.092 -0.075 -0.034 0.189 0.100 0.225 19.710
  180    4501.27    22.1 1.115  -0.77  3.222  0.097   126.546     3.885  0.192  0.040  0.078 -0.118  0.027 0.149 0.100 0.204 23.954
  181   4508.281    26.1 2.856  -2.42  5.262  0.051    62.803     2.310  0.160 -0.020  0.175 -0.042  0.032 0.184 0.100 0.215 21.545
  182   4512.734    22.0 0.835   -0.4  2.684  0.047    28.010     2.162  0.145  0.148 -0.039 -0.008 -0.018 0.154 0.100 0.190 27.760
  183   4515.334    26.1 2.844   -2.6  5.167  0.039    50.727     1.878  0.140 -0.016  0.181 -0.026  0.033 0.186 0.100 0.215 21.596
  184   4518.022    22.0 0.825  -0.25  2.747  0.045    38.833     2.320  0.190  0.145 -0.044 -0.013 -0.019 0.153 0.100 0.188 28.156
  185   4518.332    22.1 1.079  -2.56  2.912  0.037    42.312     2.011  0.144  0.026  0.173 -0.016  0.039 0.180 0.100 0.209 22.856
  186   4520.221    26.1 2.807  -2.65  5.129  0.045    48.556     2.192  0.144 -0.014  0.182 -0.023  0.033 0.187 0.100 0.217 21.293
  188   4527.304    22.0 0.812  -0.45  2.584  0.057    22.878     2.345  0.180  0.148 -0.041 -0.007 -0.017 0.155 0.100 0.193 26.901
  189   4528.614    26.0 2.174  -0.89  5.384  0.045   120.479     2.700  0.201  0.149 -0.116 -0.065 -0.030 0.202 0.100 0.230 18.937
  190    4529.48    22.1 1.571  -1.75  2.964  0.047    55.975     2.344  0.150  0.015  0.175 -0.029  0.036 0.182 0.100 0.213 22.125
  191   4531.148    26.0 1.484   -2.1  5.263  0.075    93.182     2.888  0.170  0.163 -0.081 -0.089 -0.046 0.208 0.100 0.242 17.009
  192   4533.239    22.0 0.848   0.54  2.560  0.055    67.719     2.403  0.172  0.149 -0.059 -0.045 -0.030 0.169 0.100 0.204 24.019
  193   4534.776    22.0 0.835   0.35  2.474  0.044    55.171     2.157  0.153  0.149 -0.052 -0.028 -0.029 0.163 0.100 0.196 25.996
  194   4535.569    22.0 0.825   0.14  2.629  0.049    52.900     2.518  0.181  0.148 -0.045 -0.026 -0.024 0.159 0.100 0.194 26.608
  195   4544.687    22.0 0.818  -0.45  2.577  0.058    22.360     2.335  0.148  0.148 -0.040 -0.005 -0.017 0.154 0.100 0.193 26.894
  196   4545.133    22.1 1.130  -2.45  2.896  0.040    44.285     2.161  0.167  0.027  0.172 -0.020  0.038 0.179 0.100 0.209 22.853
  197   4547.847    26.0 3.544  -0.82  4.861  0.050    22.877     1.993  0.122  0.097 -0.021 -0.006 -0.010 0.100 0.100 0.150 44.470
  198   4548.764    22.0 0.825  -0.28  2.519  0.046    26.715     2.075  0.115  0.148 -0.041 -0.007 -0.017 0.155 0.100 0.190 27.747
  199   4555.483    22.0 0.848   -0.4  2.610  0.057    24.254     2.412  0.157  0.148 -0.040 -0.006 -0.017 0.154 0.100 0.193 26.969
  200   4555.888    26.1 2.828   -2.4  5.153  0.067    60.434     3.029  0.152 -0.019  0.176 -0.038  0.032 0.184 0.100 0.220 20.706
  201   4558.644    24.1 4.070  -0.43  3.214  0.058    31.286     2.642  0.178 -0.032  0.180 -0.012  0.022 0.185 0.100 0.218 21.089
  202   4571.096    12.0 0.000 -5.623  5.555  0.046    88.798     2.208  0.156  0.190 -0.060 -0.047 -0.047 0.210 0.100 0.237 17.783
  203   4571.971    22.1 1.571  -0.31  3.150  0.065   120.928     2.564  0.180  0.023  0.091 -0.115  0.025 0.151 0.100 0.192 27.111
  204   4576.328    26.1 2.844  -2.95  5.285  0.058    39.828     2.956  0.207 -0.013  0.184 -0.016  0.032 0.188 0.100 0.221 20.547
  205   4580.048    24.0 0.941  -1.66  3.285  0.058    29.146     2.734  0.170  0.143 -0.040 -0.009 -0.017 0.150 0.100 0.189 27.945
  206   4582.835    26.1 2.844  -3.18  5.218  0.049    25.921     2.071  0.158 -0.010  0.190 -0.008  0.031 0.193 0.100 0.223 20.150
  207   4583.409    22.1 1.164  -2.84  2.927  0.042    24.875     1.822  0.146  0.029  0.175 -0.007  0.038 0.182 0.100 0.211 22.359
  208   4583.829    26.1 2.807  -1.94  5.229  0.057    84.837     2.336  0.171 -0.018  0.159 -0.070  0.029 0.177 0.100 0.211 22.424
  209   4588.198    24.1 4.068  -0.65  3.105  0.059    18.635     1.923  0.118 -0.028  0.184 -0.005  0.021 0.187 0.100 0.220 20.581
  210   4591.391    24.0 0.968  -1.74  2.958  0.073    13.333     1.958  0.163  0.144 -0.034 -0.001 -0.015 0.149 0.100 0.194 26.704
  212   4592.651    26.0 1.556  -2.46  5.335  0.077    79.293     2.940  0.178  0.159 -0.059 -0.068 -0.037 0.186 0.100 0.225 19.730
  213   4600.749    24.0 1.003  -1.25  2.937  0.058    28.649     2.712  0.159  0.141 -0.039 -0.010 -0.017 0.148 0.100 0.187 28.445
  214     4602.0    26.0 1.607  -3.13  5.073  0.055    33.018     2.552  0.153  0.152 -0.030 -0.011 -0.018 0.156 0.100 0.194 26.684
  215   4602.941    26.0 1.484  -2.21  5.354  0.085    91.817     2.905  0.175  0.164 -0.069 -0.092 -0.047 0.206 0.100 0.244 16.791
  216   4604.988    28.0 3.477  -0.24  3.720  0.068    16.286     2.127  0.125  0.091 -0.007 -0.005 -0.007 0.092 0.100 0.152 43.424
  218   4607.647    26.0 3.263  -1.33  5.155  0.057    27.836     2.553  0.179  0.105 -0.022 -0.009 -0.011 0.108 0.100 0.158 40.062
  219   4609.265    22.1 1.179  -3.32  3.236  0.090    17.857     3.091  0.200  0.029  0.180 -0.002  0.039 0.186 0.100 0.230 18.915
  220   4616.124    24.0 0.982  -1.19  2.944  0.047    33.064     2.315  0.139  0.141 -0.041 -0.011 -0.018 0.148 0.100 0.185 29.225
  221   4617.269    22.0 1.748   0.44  2.488  0.058    12.411     1.499  0.108  0.122 -0.033 -0.002 -0.012 0.127 0.100 0.172 33.914
  222   4619.288    26.0 3.600  -1.06  5.148  0.046    22.320     1.811  0.182  0.096 -0.021 -0.006 -0.009 0.099 0.100 0.148 45.681
  223   4620.513    26.1 2.828  -3.21  4.864  0.075    13.574     2.103  0.112 -0.008  0.189 -0.004  0.031 0.192 0.100 0.229 19.088
  224   4623.097    22.0 1.738   0.16  2.807  0.088    13.749     2.564  0.206  0.121 -0.034 -0.003 -0.013 0.126 0.100 0.184 29.656
  225   4625.045    26.0 3.239  -1.27  5.045  0.053    27.071     2.362  0.188  0.107 -0.025 -0.008 -0.010 0.111 0.100 0.158 39.923
  226   4626.173    24.0 0.968  -1.33  3.038  0.056    31.746     2.719  0.204  0.142 -0.040 -0.010 -0.017 0.149 0.100 0.188 28.337
  227   4629.332    26.1 2.807  -2.26  5.099  0.049    65.860     2.140  0.187 -0.018  0.175 -0.045  0.034 0.185 0.100 0.216 21.491
  228    4630.12    26.0 2.277  -2.58  5.090  0.046    22.417     1.866  0.157  0.133 -0.028 -0.007 -0.014 0.137 0.100 0.176 32.431
  229   4632.912    26.0 1.607   -2.9  5.263  0.055    54.481     2.757  0.166  0.153 -0.042 -0.029 -0.024 0.163 0.100 0.199 25.242
  230   4634.073    24.1 4.069  -1.05  3.229  0.091    11.050     2.158  0.141 -0.027  0.183 -0.003  0.020 0.186 0.100 0.230 18.900
  231   4637.503    26.0 3.281  -1.29  5.038  0.065    23.881     2.727  0.203  0.103 -0.024 -0.007 -0.010 0.106 0.100 0.160 39.124
  233   4646.162    24.0 1.029  -0.74  2.931  0.049    52.317     2.466  0.170  0.141 -0.047 -0.030 -0.028 0.154 0.100 0.190 27.643
  234   4648.652    28.0 3.417  -0.09  3.701  0.053    23.406     2.168  0.146  0.092 -0.011 -0.007 -0.007 0.093 0.100 0.147 46.527
  236   4651.291    24.0 0.982  -1.46  2.877  0.057    18.974     2.063  0.175  0.142 -0.038 -0.005 -0.016 0.148 0.100 0.187 28.458
  237   4652.157    24.0 1.003  -1.04  2.763  0.044    30.493     2.137  0.134  0.142 -0.040 -0.010 -0.018 0.149 0.100 0.185 29.304
  238   4657.201    22.1 1.242  -2.29  3.171  0.050    60.207     2.493  0.197  0.017  0.169 -0.039  0.037 0.178 0.100 0.210 22.603
  240   4678.846    26.0 3.600  -0.68  4.925  0.039    29.086     1.760  0.170  0.097 -0.024 -0.009 -0.010 0.101 0.100 0.147 46.108
  242   4702.991    12.0 4.346  -0.44  5.630  0.037    97.536     2.382  0.190  0.079 -0.131 -0.030 -0.007 0.156 0.100 0.189 27.995
  243   4707.275    26.0 3.241  -0.96  4.930  0.053    36.357     2.661  0.155  0.107 -0.029 -0.014 -0.012 0.112 0.100 0.159 39.308
  244   4708.663    22.1 1.236  -2.35  3.017  0.045    50.164     2.386  0.180  0.024  0.173 -0.021  0.039 0.180 0.100 0.211 22.475
  245   4714.417    28.0 3.377   0.25  3.557  0.048    34.383     2.329  0.179  0.093 -0.014 -0.013 -0.009 0.095 0.100 0.146 46.729
  246    4722.15    30.0 4.030  -0.37  2.261  0.061    20.173     2.222  0.183  0.026  0.110 -0.007  0.020 0.115 0.100 0.164 37.110
  248   4733.591    26.0 1.484  -2.99  5.333  0.050    61.253     2.272  0.168  0.159 -0.044 -0.038 -0.028 0.172 0.100 0.205 23.840
  249   4736.773    26.0 3.209  -0.67  4.956  0.049    54.296     2.443  0.151  0.109 -0.044 -0.031 -0.019 0.123 0.100 0.166 36.310
  250   4756.515    28.0 3.477  -0.27  3.668  0.095    14.206     2.726  0.194  0.092 -0.006 -0.003 -0.006 0.092 0.100 0.166 36.270
  251   4762.778    22.1 1.083  -2.89  2.691  0.039    18.341     1.376  0.098  0.031  0.177 -0.006  0.040 0.184 0.100 0.213 22.003
  252   4763.883    22.1 1.220   -2.4  3.041  0.039    50.107     2.098  0.164  0.024  0.173 -0.021  0.039 0.180 0.100 0.210 22.733
  253   4764.525    22.1 1.236  -2.69  3.010  0.049    32.343     2.416  0.173  0.026  0.176 -0.009  0.039 0.182 0.100 0.214 21.903
  254   4772.804    26.0 1.556   -2.9  4.778  0.054    33.753     2.724  0.168  0.154 -0.033 -0.012 -0.018 0.159 0.100 0.195 26.185
  255   4786.535    28.0 3.417  -0.18  3.542  0.072    15.197     2.180  0.120  0.092 -0.007 -0.004 -0.006 0.093 0.100 0.154 42.105
  257   4798.531    22.1 1.079  -2.66  3.153  0.042    51.598     2.270  0.192  0.027  0.174 -0.022  0.039 0.182 0.100 0.212 22.334
  259    4810.53    30.0 4.078  -0.15  2.176  0.045    23.279     1.778  0.146  0.024  0.111 -0.008  0.021 0.116 0.100 0.159 39.327
  261   4824.131    24.1 3.868  -0.92  3.386  0.062    27.905     2.703  0.201 -0.028  0.182 -0.008  0.025 0.186 0.100 0.220 20.643
  263   4840.874    22.0 0.899  -0.43  2.460  0.042    16.366     1.349  0.105  0.146 -0.039 -0.004 -0.017 0.152 0.100 0.187 28.648
  264   4849.168    22.1 1.130  -2.96  2.912  0.065    22.006     2.620  0.141  0.030  0.177 -0.005  0.041 0.184 0.100 0.219 20.764
