index wavelength species expot  loggf logeps e_stat       eqw     e_eqw   fwhm e_Teff e_logg   e_vt   e_MH  e_sp e_sys e_tot weight                                              star
  202   4571.096    12.0 0.000 -5.623  6.027  0.072   102.218     2.692  0.159  0.209 -0.031 -0.055 -0.046 0.223 0.100 0.255 15.392 wukong10_163246133_lesspayne_norm_EQW_params_synt
  203   4571.971    22.1 1.571  -0.31  3.678  0.063   134.599     2.960  0.190  0.045  0.059 -0.103  0.044 0.134 0.100 0.179 31.230 wukong10_163246133_lesspayne_norm_EQW_params_synt
  204   4576.328    26.1 2.844  -2.95  5.557  0.046    44.049     2.322  0.155 -0.008  0.197 -0.019  0.038 0.202 0.100 0.230 18.941 wukong10_163246133_lesspayne_norm_EQW_params_synt
  205   4580.048    24.0 0.941  -1.66  3.758  0.043    45.068     2.287  0.172  0.136 -0.032 -0.017 -0.020 0.142 0.100 0.179 31.192 wukong10_163246133_lesspayne_norm_EQW_params_synt
  206   4582.835    26.1 2.844  -3.18  5.637  0.041    36.494     1.970  0.169 -0.007  0.198 -0.012  0.037 0.202 0.100 0.229 19.067 wukong10_163246133_lesspayne_norm_EQW_params_synt
  207   4583.409    22.1 1.164  -2.84  3.535  0.047    42.468     2.395  0.174  0.028  0.191 -0.015  0.043 0.198 0.100 0.227 19.399 wukong10_163246133_lesspayne_norm_EQW_params_synt
  208   4583.829    26.1 2.807  -1.94  5.743  0.064    98.950     2.862  0.181  0.000  0.160 -0.075  0.034 0.180 0.100 0.216 21.516 wukong10_163246133_lesspayne_norm_EQW_params_synt
  209   4588.198    24.1 4.068  -0.65  3.643  0.053    34.557     2.428  0.158 -0.024  0.190 -0.013  0.026 0.194 0.100 0.224 19.868 wukong10_163246133_lesspayne_norm_EQW_params_synt
  210   4591.391    24.0 0.968  -1.74  3.556  0.048    29.428     2.250  0.139  0.134 -0.028 -0.009 -0.016 0.138 0.100 0.177 31.865 wukong10_163246133_lesspayne_norm_EQW_params_synt
  211   4592.053    24.1 4.070   -1.3  3.737  0.090    13.868     2.550  0.171 -0.022  0.188 -0.004  0.022 0.191 0.100 0.233 18.373 wukong10_163246133_lesspayne_norm_EQW_params_synt
  213   4600.749    24.0 1.003  -1.25  3.626  0.047    55.528     2.300  0.172  0.139 -0.034 -0.032 -0.023 0.148 0.100 0.185 29.206 wukong10_163246133_lesspayne_norm_EQW_params_synt
  214     4602.0    26.0 1.607  -3.13  5.494  0.041    45.932     1.936  0.143  0.147 -0.017 -0.018 -0.018 0.150 0.100 0.185 29.216 wukong10_163246133_lesspayne_norm_EQW_params_synt
  215   4602.941    26.0 1.484  -2.21  5.648  0.076    97.078     2.773  0.158  0.175 -0.059 -0.095 -0.044 0.212 0.100 0.247 16.435 wukong10_163246133_lesspayne_norm_EQW_params_synt
  216   4604.988    28.0 3.477  -0.24  4.032  0.049    23.266     1.984  0.131  0.084  0.003 -0.007 -0.005 0.084 0.100 0.140 51.174 wukong10_163246133_lesspayne_norm_EQW_params_synt
  218   4607.647    26.0 3.263  -1.33  5.553  0.045    41.260     2.373  0.167  0.101 -0.017 -0.016 -0.012 0.104 0.100 0.151 43.638 wukong10_163246133_lesspayne_norm_EQW_params_synt
  219   4609.265    22.1 1.179  -3.32  3.391  0.077    14.967     2.372  0.131  0.026  0.189 -0.003  0.044 0.196 0.100 0.233 18.426 wukong10_163246133_lesspayne_norm_EQW_params_synt
  220   4616.124    24.0 0.982  -1.19  3.538  0.050    55.470     2.469  0.163  0.134 -0.034 -0.033 -0.023 0.144 0.100 0.182 30.092 wukong10_163246133_lesspayne_norm_EQW_params_synt
  221   4617.269    22.0 1.748   0.44  3.102  0.047    29.691     2.240  0.149  0.115 -0.024 -0.009 -0.015 0.119 0.100 0.162 37.998 wukong10_163246133_lesspayne_norm_EQW_params_synt
  222   4619.288    26.0 3.600  -1.06  5.416  0.034    29.023     1.580  0.132  0.091 -0.013 -0.009 -0.010 0.093 0.100 0.141 50.536 wukong10_163246133_lesspayne_norm_EQW_params_synt
  223   4620.513    26.1 2.828  -3.21  5.392  0.049    25.046     1.929  0.133 -0.006  0.201 -0.007  0.038 0.205 0.100 0.233 18.405 wukong10_163246133_lesspayne_norm_EQW_params_synt
  224   4623.097    22.0 1.738   0.16  3.100  0.056    18.708     2.005  0.149  0.114 -0.025 -0.005 -0.013 0.118 0.100 0.164 37.103 wukong10_163246133_lesspayne_norm_EQW_params_synt
  225   4625.045    26.0 3.239  -1.27  5.460  0.041    41.300     2.129  0.151  0.102 -0.020 -0.015 -0.013 0.106 0.100 0.151 43.706 wukong10_163246133_lesspayne_norm_EQW_params_synt
  226   4626.173    24.0 0.968  -1.33  3.524  0.041    48.755     2.170  0.152  0.137 -0.032 -0.022 -0.021 0.144 0.100 0.180 30.864 wukong10_163246133_lesspayne_norm_EQW_params_synt
  227   4629.332    26.1 2.807  -2.26  5.538  0.055    76.603     2.345  0.170 -0.008  0.184 -0.059  0.036 0.197 0.100 0.227 19.334 wukong10_163246133_lesspayne_norm_EQW_params_synt
  228    4630.12    26.0 2.277  -2.58  5.749  0.051    46.824     2.693  0.192  0.128 -0.020 -0.019 -0.016 0.132 0.100 0.173 33.330 wukong10_163246133_lesspayne_norm_EQW_params_synt
  229   4632.912    26.0 1.607   -2.9  5.804  0.056    71.765     2.409  0.175  0.156 -0.033 -0.055 -0.032 0.172 0.100 0.206 23.468 wukong10_163246133_lesspayne_norm_EQW_params_synt
  230   4634.073    24.1 4.069  -1.05  3.721  0.047    21.213     1.737  0.148 -0.023  0.190 -0.005  0.024 0.193 0.100 0.222 20.227 wukong10_163246133_lesspayne_norm_EQW_params_synt
  231   4637.503    26.0 3.281  -1.29  5.407  0.042    35.234     2.017  0.137  0.100 -0.017 -0.012 -0.011 0.103 0.100 0.149 44.805 wukong10_163246133_lesspayne_norm_EQW_params_synt
  233   4646.162    24.0 1.029  -0.74  3.505  0.065    72.193     2.747  0.156  0.145 -0.040 -0.053 -0.030 0.162 0.100 0.201 24.655 wukong10_163246133_lesspayne_norm_EQW_params_synt
  234   4648.652    28.0 3.417  -0.09  4.037  0.044    33.277     2.120  0.121  0.087  0.001 -0.011 -0.006 0.088 0.100 0.140 50.854 wukong10_163246133_lesspayne_norm_EQW_params_synt
  236   4651.291    24.0 0.982  -1.46  3.469  0.039    38.361     2.030  0.148  0.134 -0.027 -0.014 -0.018 0.139 0.100 0.175 32.545 wukong10_163246133_lesspayne_norm_EQW_params_synt
  237   4652.157    24.0 1.003  -1.04  3.478  0.046    58.868     2.255  0.151  0.140 -0.036 -0.032 -0.024 0.150 0.100 0.186 28.891 wukong10_163246133_lesspayne_norm_EQW_params_synt
  238   4657.201    22.1 1.242  -2.29  3.446  0.052    61.716     2.554  0.160  0.027  0.185 -0.039  0.042 0.196 0.100 0.226 19.629 wukong10_163246133_lesspayne_norm_EQW_params_synt
  240   4678.846    26.0 3.600  -0.68  5.405  0.034    47.318     1.738  0.131  0.094 -0.021 -0.022 -0.014 0.100 0.100 0.145 47.362 wukong10_163246133_lesspayne_norm_EQW_params_synt
  242   4702.991    12.0 4.346  -0.44  5.906  0.035   114.828     2.651  0.192  0.090 -0.152 -0.027  0.005 0.179 0.100 0.208 23.157 wukong10_163246133_lesspayne_norm_EQW_params_synt
  243   4707.275    26.0 3.241  -0.96  5.565  0.051    62.280     2.436  0.163  0.110 -0.040 -0.037 -0.017 0.124 0.100 0.167 35.765 wukong10_163246133_lesspayne_norm_EQW_params_synt
  244   4708.663    22.1 1.236  -2.35  3.339  0.047    54.201     2.484  0.155  0.027  0.187 -0.025  0.044 0.196 0.100 0.225 19.814 wukong10_163246133_lesspayne_norm_EQW_params_synt
  245   4714.417    28.0 3.377   0.25  4.196  0.054    60.358     2.478  0.159  0.097 -0.019 -0.035 -0.011 0.105 0.100 0.155 41.609 wukong10_163246133_lesspayne_norm_EQW_params_synt
  246    4722.15    30.0 4.030  -0.37  2.712  0.041    32.699     1.871  0.138  0.022  0.119 -0.015  0.025 0.124 0.100 0.165 36.796 wukong10_163246133_lesspayne_norm_EQW_params_synt
  247   4727.395    26.0 3.684  -1.06  5.545  0.053    30.657     2.471  0.179  0.090 -0.013 -0.010 -0.012 0.092 0.100 0.146 46.898 wukong10_163246133_lesspayne_norm_EQW_params_synt
  248   4733.591    26.0 1.484  -2.99  5.674  0.056    68.926     2.430  0.163  0.159 -0.029 -0.049 -0.030 0.172 0.100 0.206 23.496 wukong10_163246133_lesspayne_norm_EQW_params_synt
  249   4736.773    26.0 3.209  -0.67  5.590  0.050    78.404     2.206  0.159  0.120 -0.068 -0.056 -0.018 0.150 0.100 0.187 28.584 wukong10_163246133_lesspayne_norm_EQW_params_synt
  250   4756.515    28.0 3.477  -0.27  4.108  0.047    25.511     2.017  0.150  0.085  0.002 -0.008 -0.006 0.086 0.100 0.140 51.180 wukong10_163246133_lesspayne_norm_EQW_params_synt
  251   4762.778    22.1 1.083  -2.89  3.455  0.050    41.379     2.670  0.156  0.027  0.189 -0.017  0.045 0.197 0.100 0.226 19.506 wukong10_163246133_lesspayne_norm_EQW_params_synt
  252   4763.883    22.1 1.220   -2.4  3.673  0.057    69.232     2.578  0.165  0.030  0.184 -0.042  0.042 0.196 0.100 0.227 19.405 wukong10_163246133_lesspayne_norm_EQW_params_synt
  253   4764.525    22.1 1.236  -2.69  3.494  0.036    44.560     1.979  0.154  0.024  0.188 -0.019  0.044 0.195 0.100 0.223 20.196 wukong10_163246133_lesspayne_norm_EQW_params_synt
  255   4786.535    28.0 3.417  -0.18  4.112  0.040    32.987     1.910  0.132  0.088  0.001 -0.011 -0.006 0.089 0.100 0.140 51.274 wukong10_163246133_lesspayne_norm_EQW_params_synt
  257   4798.531    22.1 1.079  -2.66  3.717  0.056    67.181     2.651  0.219  0.031  0.185 -0.040  0.036 0.195 0.100 0.226 19.524 wukong10_163246133_lesspayne_norm_EQW_params_synt
  259    4810.53    30.0 4.078  -0.15  2.589  0.039    34.836     1.868  0.137  0.020  0.119 -0.014  0.024 0.124 0.100 0.164 37.237 wukong10_163246133_lesspayne_norm_EQW_params_synt
  260   4820.409    22.0 1.501  -0.38  3.287  0.079    16.663     2.656  0.191  0.121 -0.026 -0.003 -0.014 0.125 0.100 0.178 31.482 wukong10_163246133_lesspayne_norm_EQW_params_synt
  261   4824.131    24.1 3.868  -0.92  3.784  0.044    39.279     2.117  0.151 -0.022  0.189 -0.014  0.031 0.193 0.100 0.222 20.284 wukong10_163246133_lesspayne_norm_EQW_params_synt
  262   4831.176    28.0 3.603  -0.32  4.227  0.047    22.620     1.907  0.166  0.081  0.002 -0.007 -0.006 0.082 0.100 0.137 53.022 wukong10_163246133_lesspayne_norm_EQW_params_synt
  263   4840.874    22.0 0.899  -0.43  3.281  0.054    46.432     2.933  0.188  0.143 -0.029 -0.015 -0.021 0.148 0.100 0.187 28.675 wukong10_163246133_lesspayne_norm_EQW_params_synt
  264   4849.168    22.1 1.130  -2.96  3.338  0.052    29.619     2.490  0.157  0.029  0.189 -0.008  0.045 0.197 0.100 0.227 19.472 wukong10_163246133_lesspayne_norm_EQW_params_synt
  268    4865.61    22.1 1.115   -2.7  3.480  0.041    51.579     2.211  0.159  0.029  0.188 -0.021  0.044 0.196 0.100 0.224 19.903 wukong10_163246133_lesspayne_norm_EQW_params_synt
  269   4866.271    28.0 3.536  -0.22  4.231  0.058    30.319     2.719  0.167  0.085  0.001 -0.010 -0.009 0.086 0.100 0.144 48.142 wukong10_163246133_lesspayne_norm_EQW_params_synt
  271   4871.318    26.0 2.865  -0.34  5.329  0.047   101.092     2.277  0.171  0.141 -0.112 -0.068 -0.017 0.193 0.100 0.223 20.182 wukong10_163246133_lesspayne_norm_EQW_params_synt
  272   4873.442    28.0 3.696  -0.38  4.044  0.084    11.838     2.127  0.137  0.079  0.006 -0.003 -0.005 0.079 0.100 0.153 42.794 wukong10_163246133_lesspayne_norm_EQW_params_synt
  273   4874.009    22.1 3.092  -0.86  3.286  0.053    20.432     1.993  0.132 -0.008  0.188 -0.005  0.033 0.191 0.100 0.222 20.271 wukong10_163246133_lesspayne_norm_EQW_params_synt
  274   4885.079    22.0 1.886   0.41  3.084  0.070    21.641     2.783  0.156  0.112 -0.024 -0.005 -0.013 0.115 0.100 0.168 35.442 wukong10_163246133_lesspayne_norm_EQW_params_synt
  276   4890.755    26.0 2.876  -0.38  5.496  0.056   106.945     2.950  0.184  0.143 -0.126 -0.068 -0.015 0.203 0.100 0.233 18.412 wukong10_163246133_lesspayne_norm_EQW_params_synt
  277    4903.31    26.0 2.882  -0.89  5.391  0.072    78.189     3.208  0.164  0.129 -0.060 -0.053 -0.020 0.153 0.100 0.197 25.883 wukong10_163246133_lesspayne_norm_EQW_params_synt
  283   4923.922    26.1 2.891  -1.26  5.420  0.072   114.026     3.754  0.195  0.003  0.148 -0.073  0.037 0.169 0.100 0.209 22.833 wukong10_163246133_lesspayne_norm_EQW_params_synt
  284   4939.687    26.0 0.858  -3.25  5.561  0.074    86.757     3.008  0.177  0.190 -0.037 -0.071 -0.043 0.211 0.100 0.245 16.712 wukong10_163246133_lesspayne_norm_EQW_params_synt
  285   4946.388    26.0 3.368  -1.11  5.385  0.038    39.139     1.990  0.130  0.100 -0.019 -0.016 -0.014 0.104 0.100 0.149 44.928 wukong10_163246133_lesspayne_norm_EQW_params_synt
  286   4966.089    26.0 3.329  -0.79  5.528  0.075    65.022     3.525  0.163  0.111 -0.042 -0.039 -0.017 0.126 0.100 0.178 31.725 wukong10_163246133_lesspayne_norm_EQW_params_synt
  287   4973.102    26.0 3.960  -0.69  5.351  0.062    25.169     2.698  0.158  0.083 -0.011 -0.007 -0.009 0.084 0.100 0.145 47.653 wukong10_163246133_lesspayne_norm_EQW_params_synt
  289   4980.173    28.0 3.603   0.07  4.289  0.113    44.095     5.793  0.237  0.085 -0.007 -0.019 -0.009 0.088 0.100 0.175 32.802 wukong10_163246133_lesspayne_norm_EQW_params_synt
  290   4985.253    26.0 3.926  -0.44  5.412  0.102    41.480     5.208  0.149  0.084 -0.015 -0.018 -0.012 0.088 0.100 0.168 35.519 wukong10_163246133_lesspayne_norm_EQW_params_synt
  291   4991.066    22.0 0.835   0.45  3.611  0.194   106.592     8.750  0.242  0.173 -0.085 -0.081 -0.042 0.213 0.100 0.305 10.739 wukong10_163246133_lesspayne_norm_EQW_params_synt
  292    4994.13    26.0 0.914  -2.97  5.470  0.172    92.016     6.775  0.151  0.196 -0.040 -0.079 -0.045 0.220 0.100 0.296 11.381 wukong10_163246133_lesspayne_norm_EQW_params_synt
  295   4999.503    22.0 0.825   0.32  2.850  0.181    68.400     8.285  0.189  0.153 -0.039 -0.041 -0.029 0.166 0.100 0.265 14.242 wukong10_163246133_lesspayne_norm_EQW_params_synt
  297   5005.167    22.1 1.565  -2.73  3.762  0.125    37.290     6.602  0.177  0.020  0.190 -0.013  0.044 0.196 0.100 0.253 15.569 wukong10_163246133_lesspayne_norm_EQW_params_synt
  298   5005.712    26.0 3.884  -0.12  5.157  0.159    47.324     7.974  0.185  0.090 -0.017 -0.020 -0.012 0.095 0.100 0.210 22.617 wukong10_163246133_lesspayne_norm_EQW_params_synt
  299   5007.209    22.0 0.818   0.17  3.570  0.240    93.838    10.259  0.175  0.168 -0.064 -0.073 -0.040 0.198 0.100 0.327  9.359 wukong10_163246133_lesspayne_norm_EQW_params_synt
  301   5012.068    26.0 0.858   -2.6  5.547  0.168   113.138     7.221  0.200  0.207 -0.075 -0.097 -0.051 0.246 0.100 0.314 10.131 wukong10_163246133_lesspayne_norm_EQW_params_synt
  302   5013.686    22.1 1.581  -2.14  3.256  0.116    40.545     6.112  0.161  0.020  0.190 -0.013  0.044 0.196 0.100 0.249 16.113 wukong10_163246133_lesspayne_norm_EQW_params_synt
  303   5014.943    26.0 3.940  -0.18  5.438  0.152    55.576     7.500  0.180  0.092 -0.028 -0.029 -0.015 0.102 0.100 0.208 23.031 wukong10_163246133_lesspayne_norm_EQW_params_synt
  305   5017.576    28.0 3.536  -0.03  4.177  0.134    37.381     6.823  0.168  0.087 -0.002 -0.015 -0.009 0.089 0.100 0.189 27.905 wukong10_163246133_lesspayne_norm_EQW_params_synt
  306   5018.435    26.1 2.891   -1.1  5.639  0.131   137.782     9.805  0.257  0.007  0.123 -0.059  0.040 0.142 0.100 0.218 21.088 wukong10_163246133_lesspayne_norm_EQW_params_synt
  307   5020.026    22.0 0.835  -0.33  3.369  0.144    61.372     7.143  0.206  0.149 -0.036 -0.030 -0.026 0.158 0.100 0.236 17.918 wukong10_163246133_lesspayne_norm_EQW_params_synt
  308   5022.236    26.0 3.984  -0.33  5.283  0.126    37.498     6.445  0.184  0.085 -0.015 -0.015 -0.012 0.088 0.100 0.184 29.677 wukong10_163246133_lesspayne_norm_EQW_params_synt
  309   5022.868    22.0 0.825  -0.33  3.389  0.216    63.017    10.453  0.270  0.150 -0.036 -0.032 -0.027 0.160 0.100 0.287 12.165 wukong10_163246133_lesspayne_norm_EQW_params_synt
  310   5024.844    22.0 0.818  -0.53  3.242  0.124    45.012     6.870  0.185  0.143 -0.032 -0.015 -0.021 0.149 0.100 0.218 21.046 wukong10_163246133_lesspayne_norm_EQW_params_synt
  314   5038.398    22.0 1.429   0.02  3.441  0.130    46.377     7.081  0.253  0.128 -0.032 -0.019 -0.023 0.135 0.100 0.213 22.124 wukong10_163246133_lesspayne_norm_EQW_params_synt
  315   5039.957    22.0 0.021  -1.08  3.273  0.114    67.892     5.434  0.173  0.175 -0.040 -0.039 -0.035 0.187 0.100 0.241 17.251 wukong10_163246133_lesspayne_norm_EQW_params_synt
  319   5051.635    26.0 0.914  -2.76  5.780  0.134   113.819     5.781  0.195  0.206 -0.078 -0.098 -0.050 0.246 0.100 0.298 11.289 wukong10_163246133_lesspayne_norm_EQW_params_synt
  320   5064.653    22.0 0.048  -0.94  3.175  0.095    68.536     4.518  0.189  0.177 -0.040 -0.040 -0.034 0.189 0.100 0.234 18.278 wukong10_163246133_lesspayne_norm_EQW_params_synt
  322   5079.224    26.0 2.196   -2.1  5.602  0.137    70.167     6.195  0.232  0.143 -0.032 -0.048 -0.026 0.156 0.100 0.231 18.789 wukong10_163246133_lesspayne_norm_EQW_params_synt
  323    5079.74    26.0 0.989  -3.25  5.666  0.120    85.660     5.025  0.183  0.185 -0.038 -0.075 -0.048 0.209 0.100 0.261 14.706 wukong10_163246133_lesspayne_norm_EQW_params_synt
  324   5080.533    28.0 3.652   0.32  4.021  0.096    40.722     4.875  0.194  0.085 -0.003 -0.014 -0.007 0.086 0.100 0.163 37.459 wukong10_163246133_lesspayne_norm_EQW_params_synt
  325   5083.339    26.0 0.957  -2.84  5.847  0.145   111.421     6.216  0.220  0.204 -0.073 -0.096 -0.052 0.243 0.100 0.300 11.125 wukong10_163246133_lesspayne_norm_EQW_params_synt
  330   5110.413    26.0 0.000  -3.76  5.981  0.109   128.192     4.939  0.217  0.247 -0.091 -0.106 -0.063 0.291 0.100 0.326  9.401 wukong10_163246133_lesspayne_norm_EQW_params_synt
  333    5123.72    26.0 1.010  -3.06  5.670  0.123    92.859     5.032  0.196  0.192 -0.044 -0.082 -0.049 0.219 0.100 0.270 13.688 wukong10_163246133_lesspayne_norm_EQW_params_synt
  334    5127.36    26.0 0.914  -3.25  5.699  0.111    91.218     4.432  0.215  0.194 -0.038 -0.076 -0.046 0.217 0.100 0.263 14.431 wukong10_163246133_lesspayne_norm_EQW_params_synt
  335   5129.156    22.1 1.890  -1.34  3.729  0.144    85.625     5.873  0.266  0.020  0.184 -0.062  0.038 0.199 0.100 0.265 14.229 wukong10_163246133_lesspayne_norm_EQW_params_synt
  336   5133.689    26.0 4.175   0.36  5.472  0.096    71.002     4.553  0.233  0.094 -0.050 -0.043 -0.015 0.116 0.100 0.181 30.649 wukong10_163246133_lesspayne_norm_EQW_params_synt
  339    5145.46    22.0 1.459  -0.54  3.475  0.089    20.050     3.486  0.158  0.124 -0.027 -0.005 -0.015 0.128 0.100 0.185 29.174 wukong10_163246133_lesspayne_norm_EQW_params_synt
  340    5150.84    26.0 0.989  -3.04  5.691  0.106    95.818     4.312  0.190  0.195 -0.046 -0.085 -0.051 0.224 0.100 0.267 14.044 wukong10_163246133_lesspayne_norm_EQW_params_synt
  341   5151.911    26.0 1.010  -3.32  5.603  0.122    79.636     5.031  0.184  0.182 -0.029 -0.059 -0.038 0.197 0.100 0.253 15.680 wukong10_163246133_lesspayne_norm_EQW_params_synt
  342   5166.282    26.0 0.000  -4.12  5.966  0.123   112.838     5.164  0.214  0.239 -0.056 -0.100 -0.069 0.274 0.100 0.316  9.985 wukong10_163246133_lesspayne_norm_EQW_params_synt
  343   5171.596    26.0 1.484  -1.72  5.703  0.091   127.464     4.590  0.197  0.197 -0.125 -0.094 -0.036 0.254 0.100 0.288 12.070 wukong10_163246133_lesspayne_norm_EQW_params_synt
  344   5172.684    12.0 2.712 -0.393  5.945  0.107   362.131    39.173  0.214  0.146 -0.256 -0.007  0.034 0.297 0.100 0.331  9.132 wukong10_163246133_lesspayne_norm_EQW_params_synt
  345   5173.743    22.0 0.000  -1.06  3.288  0.098    71.642     4.604  0.212  0.180 -0.041 -0.042 -0.036 0.193 0.100 0.238 17.622 wukong10_163246133_lesspayne_norm_EQW_params_synt
  346   5183.604    12.0 2.717 -0.167  5.893  0.173   427.135    82.678  0.161  0.146 -0.259 -0.005  0.036 0.300 0.100 0.360  7.713 wukong10_163246133_lesspayne_norm_EQW_params_synt
  347   5185.902    22.1 1.891  -1.41  3.403  0.076    67.688     3.693  0.174  0.015  0.186 -0.041  0.042 0.196 0.100 0.232 18.504 wukong10_163246133_lesspayne_norm_EQW_params_synt
  348   5192.969    22.0 0.021  -0.95  3.119  0.093    67.704     4.489  0.163  0.179 -0.040 -0.037 -0.034 0.190 0.100 0.234 18.243 wukong10_163246133_lesspayne_norm_EQW_params_synt
  349   5194.942    26.0 1.556  -2.02  5.675  0.104   109.121     4.476  0.192  0.187 -0.079 -0.092 -0.044 0.227 0.100 0.269 13.807 wukong10_163246133_lesspayne_norm_EQW_params_synt
  350   5197.568    26.1 3.230  -2.22  5.460  0.066    55.959     3.422  0.172 -0.016  0.199 -0.026  0.041 0.205 0.100 0.238 17.677 wukong10_163246133_lesspayne_norm_EQW_params_synt
  352   5206.023    24.0 0.941   0.02  3.655  0.110   121.353     5.760  0.206  0.178 -0.120 -0.082 -0.034 0.232 0.100 0.276 13.147 wukong10_163246133_lesspayne_norm_EQW_params_synt
  353   5210.384    22.0 0.048  -0.82  3.326  0.093    82.099     3.856  0.200  0.186 -0.042 -0.056 -0.042 0.203 0.100 0.245 16.692 wukong10_163246133_lesspayne_norm_EQW_params_synt
  354    5211.53    22.1 2.588  -1.41  3.411  0.084    27.150     3.814  0.205  0.002  0.190 -0.007  0.039 0.194 0.100 0.234 18.271 wukong10_163246133_lesspayne_norm_EQW_params_synt
  355   5215.181    26.0 3.263  -0.86  5.455  0.087    63.116     4.265  0.220  0.114 -0.038 -0.034 -0.017 0.126 0.100 0.183 29.891 wukong10_163246133_lesspayne_norm_EQW_params_synt
  356   5216.274    26.0 1.607  -2.08  5.657  0.102   103.489     4.261  0.195  0.184 -0.067 -0.088 -0.044 0.219 0.100 0.262 14.613 wukong10_163246133_lesspayne_norm_EQW_params_synt
  357   5217.389    26.0 3.209  -1.07  5.502  0.074    58.029     3.774  0.208  0.112 -0.032 -0.030 -0.017 0.121 0.100 0.174 33.075 wukong10_163246133_lesspayne_norm_EQW_params_synt
  359   5225.525    26.0 0.110  -4.75  5.683  0.087    68.516     3.897  0.194  0.201 -0.020 -0.038 -0.034 0.208 0.100 0.247 16.401 wukong10_163246133_lesspayne_norm_EQW_params_synt
  362   5234.624    26.1 3.221  -2.18  5.691  0.102    68.427     4.657  0.215 -0.016  0.196 -0.043  0.042 0.206 0.100 0.250 15.952 wukong10_163246133_lesspayne_norm_EQW_params_synt
  363   5242.491    26.0 3.632  -0.83  5.510  0.075    44.780     3.875  0.208  0.097 -0.016 -0.021 -0.016 0.102 0.100 0.161 38.479 wukong10_163246133_lesspayne_norm_EQW_params_synt
  364   5247.565    24.0 0.960  -1.59  3.433  0.067    33.845     3.285  0.171  0.138 -0.026 -0.009 -0.018 0.142 0.100 0.186 28.889 wukong10_163246133_lesspayne_norm_EQW_params_synt
  365   5250.646    26.0 2.196  -2.18  5.775  0.097    75.416     4.340  0.208  0.149 -0.033 -0.051 -0.028 0.163 0.100 0.215 21.699 wukong10_163246133_lesspayne_norm_EQW_params_synt
